id	word	definition_cn	phonetic_uk	phonetic_us	ecdict_translation	ecdict_phonetic	ecdict_definition
KAOYAN_CORE_3253	album	n. 相簿；唱片集；集邮簿；签名纪念册	/'ælbəm/	/'ælbəm/	n. 粘贴簿, 唱片套 / [医] 白色物	'ælbәm	n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc / n. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc
KAOYAN_CORE_4790	allegiance	n. 拥护； 忠诚	/ə'liːdʒəns/	/ə'lidʒəns/	n. 忠贞, 效忠	ә'li:dʒәns	n. the loyalty that citizens owe to their country (or subjects to their sovereign)
KAOYAN_CORE_1863	ambiguous	adj. 模糊不清的；引起歧义的	/æm'bɪgjʊəs/	/æm'bɪɡjuəs/	a. 不明确的, 模棱两可的 / [法] 意思含糊的, 模棱两可的, 暧昧的	æm'bigjuәs	a. having more than one possible meaning / s. having no intrinsic or objective meaning; not organized in conventional patterns
KAOYAN_CORE_4653	ambitious	adj. 野心勃勃的；有雄心的；热望的；炫耀的	/æm'bɪʃəs/	/æm'bɪʃəs/	a. 有野心的, 抱负不凡的, 雄心勃勃的	æm'biʃәs	a. having a strong desire for success or achievement / s. requiring full use of your abilities or resources
KAOYAN_CORE_691	amid	prep. 在…中间，在…之中，被…围绕	/ə'mɪd/	/ə'mɪd/	prep. 在其间, 在其中 / [经] 在...中	ә'mid	prep. See Amidst. / prep. In the midst or middle of; surrounded or encompassed by; /    among.
KAOYAN_CORE_718	among	prep. 在…之中；在一群(组)之中；于…之间	/ə'mʌŋ/	/ə'mʌŋ/	prep. 在...之中	ә'mʌŋ	prep. Alt. of Amongst
KAOYAN_CORE_4977	ape	n. 猿 <； v. 模仿	/eɪp/	/ep/	n. 无尾猿 / [计] 应用程序评价	eip	n. any of various primates with short tails or no tail at all / v. imitate uncritically and in every aspect
KAOYAN_CORE_857	apologise	v. (to,for)道歉，认错	/ə'pɒlədʒaɪz/	/ə'pɔlədʒaɪz/	vi. 道歉（等于apologize）	ә'pɔlәdʒaiz	v defend, explain, clear away, or make excuses for by reasoning / v acknowledge faults or shortcomings or failing
KAOYAN_CORE_22	articulate	adj. 善于表达的；有关节相连的； v. 清楚地讲话	/ɑ:'tɪkjʊleɪt/	/ɑr'tɪkjulet/	a. 发音清晰的, 口才好的 / vt. 明白地说, 以关节连接, 使成为系统的整体	ɑ:'tikjulit	v. unite by forming a joint or joints / v. express or state clearly / a. expressing yourself easily or characterized by clear expressive language
KAOYAN_CORE_25	artistic	adj. 艺术(家)的，美术(家)的；善于艺术创作的	/ɑː'tɪstɪk/	/ɑr'tɪstɪk/	a. 艺术的, 艺术家的, 富有艺术性的	ɑ:'tistik	a. relating to or characteristic of art or artists / s. satisfying aesthetic standards and sensibilities
KAOYAN_CORE_5033	available	adj. 可用的， 可得到的；可以见到的， 随时可来的	/ə'veɪləbl/	/ə'veləbl/	a. 可利用的, 可获得的, 有效的 / [医] 有效的, 可得的	ә'veilәbl	a. obtainable or accessible and ready for use or service / s. not busy; not otherwise committed / s. convenient for use or disposal
KAOYAN_CORE_4819	ax	n. 斧	/æks/	/æks/	n. 斧头 / vt. 用斧削或砍, 削减	æks	n. an edge tool with a heavy bladed head mounted across a handle / v. terminate
KAOYAN_CORE_3744	axe	n. 斧； v. 削减；用斧砍	/æks/	/æks/	n. 斧, 斧头 / vt. 削减(人员、经费、计划、机构等)		v. chop or split with an ax
KAOYAN_CORE_4456	badminton	n. 羽毛球	/'bædmɪnt(ə)n/	/'bædmɪntən/	n. 羽毛球运动	'bædmintәn	n. a game played on a court with light long-handled rackets used to volley a shuttlecock over a net
KAOYAN_CORE_32	banner	n. 旗(帜)	/'bænə/	/'bænɚ/	n. 旗帜 / a. 显著的, 特别好的	'bænә	n. long strip of cloth or paper used for decoration or advertising / s. unusually good; outstanding
KAOYAN_CORE_40	barely	adv. 赤裸裸地,无遮蔽地;仅仅,勉强,几乎没有	/'beəlɪ/	/'bɛrli/	adv. 几乎不	'bєәli	r. only a very short time before
KAOYAN_CORE_55	basket	n. 筐，篮，篓	/'bɑːskɪt/	/'bæskɪt/	n. 篮, 篮子 / vt. 装入篮	'bɑ:skit	n. a container that is usually woven and has handles / n. the quantity contained in a basket / n. horizontal circular metal hoop supporting a net through which players try to throw the basketball / n. a score in basketball made by throwing the ball through the hoop
KAOYAN_CORE_4901	bean	n. 豆， 菜豆， 蚕豆	/biːn/	/bin/	n. 豆子 / [化] 油嘴; 豆	bi:n	n. any of various edible seeds of plants of the family Leguminosae used for food / n. any of various seeds or fruits that are beans or resemble beans / n. any of various leguminous plants grown for their edible seeds and pods / v. hit on the head, especially with a pitched baseball
KAOYAN_CORE_4764	beast	n. 兽， 牲畜 A；凶残的人； 举止粗鲁的人	/biːst/	/bist/	n. 畜生, 动物, 野兽, 兽性	bi:st	n. a cruelly rapacious person
KAOYAN_CORE_3513	bell	n. 铃，钟；钟声，铃声；钟状物； v. 装钟于，系铃于	/bel/	/bɛl/	n. 铃, 钟 / [计] 响铃命令	bel	n. a hollow device made of metal that makes a ringing sound when struck / n. the sound of a bell being struck / n. (nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m. / n. the shape of a bell
KAOYAN_CORE_3731	bench	n. 长凳；工作台；替补队员； v. 给…以席位；为…设置条凳	/ben(t)ʃ/	/bɛntʃ/	n. 长椅子 / [机] 台	bentʃ	n. a long seat for more than one person / n. the magistrate or judge or judges sitting in court in judicial capacity to compose the court collectively / n. the reserve players on a team / n. (law) the seat for judges in a courtroom
KAOYAN_CORE_3062	beneath	prep. 在…之下； adv. 在下方	/bɪ'niːθ/	/bɪˈniːθ/	prep. 在...下方 / adv. 在...下方	bi'ni:θ	r in or to a place that is lower
KAOYAN_CORE_1023	beside	prep. 在...旁边，在...附近；和...相比	/bɪ'saɪd/	/bɪ'saɪd/	prep. 在旁边	bi'said	n. At the side of; on one side of. / n. Aside from; out of the regular course or order of; in a /    state of deviation from; out of. / n. Over and above; distinct from; in addition to. / adv. On one side. / adv. More than that; over and above; not included in the /    number, or in what has been mentioned; moreover; in addition.
KAOYAN_CORE_2164	bible	n. 有权威的书	/bible/	/bible/	n. 圣经	'baibl	n. the sacred writings of the Christian religions / n. a book regarded as authoritative in its field
KAOYAN_CORE_3343	bone	n. 骨；骨骼； v. 剔去的骨；施骨肥于	/bəʊn/	/bon/	n. 骨头, 骨, 骨制品 / vt. 剔骨 / vi. 专心致志	bәun	n. rigid connective tissue that makes up the skeleton of vertebrates / n. the porous calcified substance from which bones are made / n. a shade of white the color of bleached bones / v. remove the bones from
KAOYAN_CORE_1191	bottom	n. 底(部);基础,根基;海底,湖底,河床	/'bɒtəm/	/'bɑtəm/	n. 底部 / a. 底部的 / vt. 给...装底, 查明真相 / vi. 到达底部, 建立基础	'bɒtәm	n. the lower side of anything / n. the lowest part of anything / n. the second half of an inning; while the home team is at bat / n. a cargo ship
KAOYAN_CORE_4590	briefcase	n. 公文包	/'briːfkeɪs/	/'brifkes/	n. 公事包	'bri:fkeis	n. a case with a handle; for carrying papers or files or books
KAOYAN_CORE_3772	bunch	n. 群；串；突出物； v. 隆起；打褶；形成一串	/bʌn(t)ʃ/	/bʌntʃ/	n. 串, 束 / [医] 骨肿块(马)	bʌntʃ	n. a grouping of a number of similar things / n. any collection in its entirety / v. gather or cause to gather into a cluster
KAOYAN_CORE_3941	bundle	n. 束；捆； v. 捆	/'bʌnd(ə)l/	/'bʌndl/	n. 捆, 束 / vt. 包扎, 胡乱塞进 / vi. 匆忙离开	'bʌndl	n. a package of several things tied together for carrying or storing / v. make into a bundle / v. sleep fully clothed in the same bed with one's betrothed
KAOYAN_CORE_4380	bureau	n. 局，处；衣柜；办公桌	/'bjʊərəʊ/	/'bjʊro/	n. 局, 办公处 / [经] 局, 司, 处	'bjuәrәu	n an administrative unit of government / n furniture with drawers for keeping clothes
KAOYAN_CORE_88	capture	v&n. 捕获,俘虏;夺得,攻占	/'kæptʃə/	/'kæptʃɚ/	n. 抓取, 战利品, 捕获之物 / vt. 抓取, 获得, 迷住 / [计] 截获命令	'kæptʃә	n. the act of forcibly dispossessing an owner of property / n. a process whereby a star or planet holds an object in its gravitational field / n. any process in which an atomic or nuclear system acquires an additional particle / n. the act of taking of a person by force
KAOYAN_CORE_96	carrier	n. 搬运人;载体	/'kærɪə/	/'kærɪɚ/	n. 运送者, 邮递员, 带菌者 / [计] 载波	'kæriә	n. someone whose employment involves carrying something / n. a self-propelled wheeled vehicle designed specifically to carry something / n. an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction / n. a person or firm in the business of transporting people or goods or messages
KAOYAN_CORE_99	cart	n. (二轮货运)马车,手推车	/kɑːt/	/kɑrt/	n. 二轮运货马车 / vi. 驾运货马车 / vt. 用车装载	kɑ:t	n. a heavy open wagon usually having two wheels and drawn by an animal / v. transport something in a cart
KAOYAN_CORE_101	carve	v. (雕)刻	/kɑːv/	/kɑrv/	v. 雕刻, 切开	kɑ:v	v. form by carving / v. engrave or cut by chipping away at a surface / v. cut to pieces
KAOYAN_CORE_106	cat	n. 猫；猫科；	/kæt/	/kæt/	n. 猫, 恶妇 / vi. 呕吐 / 计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版 / [计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试	kæt	n. feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats / n. a spiteful woman gossip / v. beat with a cat-o'-nine-tails
KAOYAN_CORE_4848	censorship	n. 审查制度 <	/'sensəʃɪp/	/'sɛnsɚ'ʃɪp/	n. 检查制度 / [医] 督察, 监察	'sensәʃip	n counterintelligence achieved by banning or deleting any information of value to the enemy / n deleting parts of publications or correspondence or theatrical performances
KAOYAN_CORE_159	certainly	adv. 一定,必定,无疑;当然,行	/ˈsəːt(ə)nli/	/'sɝtnli/	adv. 确定地	'sә:tәnli	r definitely or positively (`sure' is sometimes used informally for `surely')
KAOYAN_CORE_161	certificate	n. 证(明)书,执照	/səˈtɪfɪkɪt; (for v.,) səˈtɪfɪˌkeɪt/	/sɚˈtɪfɪkɪt; (for v.,) sɚˈtɪfɪˌket/	n. 证书, 证明书 / vt. 发给证明书, 用证书批准, 用证书证明	sә'tifikeit	n. a document attesting to the truth of certain stated facts / v. present someone with a certificate / v. authorize by certificate
KAOYAN_CORE_3394	chapter	n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期； v. 把…分成章节	/'tʃæptə/	/'tʃæptɚ/	n. 章, 篇, 重要章节 / [计] 章; 段	'tʃæptә	n. a subdivision of a written work; usually numbered and titled / n. any distinct period in history or in a person's life / n. a local branch of some fraternity or association / n. an ecclesiastical assembly of the monks in a monastery or even of the canons of a church
KAOYAN_CORE_4793	characterise	v. 表示…的特性； 描述…的特性	/'kærəktəraɪz/	/'kærəktəraiz/	vt. 表示...的特性, 成为/是...的特性, 刻划/描述...的性格 / vi. 在文艺作品中塑造人物, 描绘性格	'kærәktәraiz	v be characteristic of / v describe or portray the character or the qualities or peculiarities of
KAOYAN_CORE_13	characterize	v. 表示…的特性;描述…特性	/'kærəktəraiz/	/'kærəktə'raɪz/	vt. 描绘...的特性, 刻划...的性格	'kærәktәraiz	v. be characteristic of
KAOYAN_CORE_3110	cheek	n. 面颊，脸颊；臀部； v. 无礼地向…讲话，对…大胆无礼	/tʃiːk/	/tʃik/	n. 颊, 厚颜, 脸蛋 / [医] 颊	tʃi:k	n. either side of the face below the eyes / v. speak impudently to
KAOYAN_CORE_2357	childhood	n. 童年时期；幼年时代	/'tʃaɪldhʊd/	/'tʃaɪldhʊd/	n. 孩童时期 / [医] 儿童期	'tʃaildhud	n. the time of person's life when they are a child / n. the state of a child between infancy and adolescence
KAOYAN_CORE_210	closet	n. (壁)橱a.私下的vt.把…引进密室会谈	/'klɒzɪt/	/'klɑzət/	n. 壁橱, 小室 / a. 秘密的, 空谈的 / vt. 把...关入小室	'klɒzit	n. a small private room for study or prayer / v. confine to a small space, as for intensive work
KAOYAN_CORE_211	cloth	n. (一块)布,织物,衣料	/klɒθ/	/klɔθ/	n. 布料, 织品, 布 / [建] 布	klɒ:θ. klɒθ	n artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers
KAOYAN_CORE_212	clothe	v. (给…)穿衣,供给…衣服	/kləʊð/	/kloð/	vt. 给...穿衣, 盖上, 赋予	klәuð	v. cover as if with clothing
KAOYAN_CORE_214	clothing	n. 服装,被褥	/'kləʊðɪŋ/	/'kloðɪŋ/	n. 衣服	'klәuðiŋ	n. a covering designed to be worn on a person's body
KAOYAN_CORE_483	coherent	adj. 一致的，协调的；(话语等)条理清楚的	/kə(ʊ)'hɪər(ə)nt/	/ko'hɪrənt/	a. 互相耦合的, 清晰的, 明了的，凝聚性的, 连贯的	kәu'hiәrәnt	a. marked by an orderly, logical, and aesthetically consistent relation of parts / s. capable of thinking and expressing yourself in a clear and consistent manner / a. (physics) of waves having a constant phase relation / s. sticking together
KAOYAN_CORE_484	cohesive	adj. 粘合性的，有结合力的	/kəʊ'hiːsɪv/	/ko'hisɪv/	a. 黏合在一起的 / [医] 内聚的	kәu'hi:siv	s. causing cohesion / s. cohering or tending to cohere; well integrated
KAOYAN_CORE_786	companion	n. 同伴,共事者;伴侣	/kəm'pænjən/	/kəm'pænɪən/	n. 朋友, 陪伴, 指南, 升降口围罩 / vt. 陪伴	kәm'pænjәn	n. a friend who is frequently in the company of another / n. a traveler who accompanies you / n. one paid to accompany or assist or live with another
KAOYAN_CORE_1968	complain	v. 投诉；发牢骚；诉说	/kəm'pleɪn/	/kəm'plen/	v. 抱怨, 抗议, 控诉	kәm'plein	v. express complaints, discontent, displeasure, or unhappiness / v. make a formal accusation; bring a formal charge
KAOYAN_CORE_4968	confident	adj. 确信的， 自信的	/'kɒnfɪdənt/	/'kɑnfɪdənt/	a. 有信心的, 有把握的	'kɒnfidәnt	a. having or marked by confidence or assurance / s. not liable to error in judgment or action
KAOYAN_CORE_1079	consolidate	v. 使加固，使加强；(把)联为一体，合并	/kən'sɒlɪdeɪt/	/kən'sɑlɪdet/	vt. 巩固, 使联合, 统一 / vi. 巩固 / [计] 合并计算	kәn'sɒlideit	v. unite into one / v. make firm or secure; strengthen / v. bring together into a single whole or system / v. form into a solid mass or whole
KAOYAN_CORE_4792	converge	v. 会合； 互相靠拢；聚集， 集中；趋近	/kən'vɜːdʒ/	/kən'vɝdʒ/	vi. 聚合, 集中于一点 / vt. 使集合	kәn'vә:dʒ	v. be adjacent or come together / v. approach a limit as the number of terms increases without limit / v. move or draw together at a certain location / v. come together so as to form a single product
KAOYAN_CORE_4415	cosy	adj. 舒适的；惬意的； n. 保温罩	/'kəʊzɪ/	/ˈkozi/	a. 温暖舒适的 / n. 保暖套		n. a padded cloth covering to keep a teapot warm
KAOYAN_CORE_224	counterpart	n. 对应的人(或物)	/'kaʊntəpɑːt/	/'kaʊntɚpɑrt/	n. 副本, 复本, 配对物, 相应物 / [经] 副本, 正副二份中之一	'kauntәpɑ:t	n. a person or thing having the same function or characteristics as another / n. a duplicate copy
KAOYAN_CORE_223	countryside	n. 乡下,农村	/'kʌntrɪsaɪd/	/'kʌntrɪsaɪd/	n. 乡下地方, 乡下居民	'kʌntrisaid	n. rural regions
KAOYAN_CORE_225	county	n. (英国)郡,(美国)县	/'kaʊntɪ/	/'kaʊnti/	n. 县, 郡	'kaunti	n. (United Kingdom) a region created by territorial division for the purpose of local government / n. (United States) the largest administrative district within a state
KAOYAN_CORE_4905	credentials	n. 证明书； 证件；资格	/krə'denʃlz/	/krə'dɛnʃlz/	n. 信任状, 国书, 文件, 身份证明, 证书 / [法] 信用证, 国书, 证书		n a document attesting to the truth of certain stated facts / n a document attesting to the truth of certain stated facts
KAOYAN_CORE_250	cry	n. &v.叫，喊，哭；(鸟兽)叫，啼，鸣，嗥	/kraɪ/	/kraɪ/	n. 叫声, 哭声, 大叫 / vi. 哭, 叫, 喊 / vt. 叫喊, 大声说, 哭出	krai	n. a loud utterance; often in protest or opposition / n. a loud utterance of emotion (especially when inarticulate) / n. a fit of weeping / n. the characteristic utterance of an animal
KAOYAN_CORE_269	curl	v. (使)卷曲,蜷缩； n. 卷发;卷曲状;卷曲物	/kɜːl/	/kɝl/	n. 拳曲, 鬈发 / vt. 弄卷 / vi. 拳曲, 弯曲	kә:l	n. American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933) / v. form a curl, curve, or kink / v. twist or roll into coils or ringlets / v. play the Scottish game of curling
KAOYAN_CORE_291	dedicate	v. 奉献;献身于	/'dedɪkeɪt/	/'dɛdɪket/	vt. 献出, 贡献	'dedikeit	v. open to public use, as of a highway, park, or building / v. inscribe or address by way of compliment / v. set apart to sacred uses with solemn rites, of a church
KAOYAN_CORE_723	demonstrate	v. 论证,证实;演示,说明	/'demənstreɪt/	/'dɛmən'stret/	vt. 示范, 证明 / vi. 示威	'demәnstreit	v. march in protest; take part in a demonstration
KAOYAN_CORE_1830	deserve	v. 应受，应得	/dɪ'zɜːv/	/dɪ'zɝv/	vt. 该得到, 值得 / vi. 应得报答	di'zә:v	v. be worthy or deserving
KAOYAN_CORE_2010	desirable	adj. 令人满意的；值得要的； n. 合意的人或事物	/dɪ'zaɪərəb(ə)l/	/dɪ'zaɪərəbl/	a. 令人想望的, 可取的	di'zairәbl	a. worth having or seeking or achieving / s. worthy of being chosen especially as a spouse
KAOYAN_CORE_2542	deteriorate	v. 恶化，变坏	/dɪ'tɪərɪəreɪt/	/dɪ'tɪrɪəret/	v. (使)恶化	di'tiәriәreit	v. become worse or disintegrate
KAOYAN_CORE_2692	diet	n. 饮食；食物；规定饮食； v. 节食	/'daɪət/	/'daɪət/	n. 日常饮食, 议会 / vt. 照规定饮食 / vi. 忌食	'daiәt	n. a prescribed selection of foods / n. a legislative assembly in certain countries (e.g., Japan) / n. the usual food and drink consumed by an organism (person or animal) / n. the act of restricting your food intake (or your intake of particular foods)
KAOYAN_CORE_4685	dig	v. 挖，掘；探究； n. 戳，刺；挖苦	/dɪg/	/dɪɡ/	vt. 挖, 翻土, 发掘 / vi. 挖掘 / n. 挖掘 / [计] 数字, 数位	dig	n. the site of an archeological exploration / n. a small gouge (as in the cover of a book) / n. the act of touching someone suddenly with your finger or elbow / v. turn up, loosen, or remove earth
KAOYAN_CORE_2662	diminish	v. 使减少；使变小	/dɪ'mɪnɪʃ/	/dɪ'mɪnɪʃ/	v. (使)减少, (使)变小	di'miniʃ	v. lessen the authority, dignity, or reputation of
KAOYAN_CORE_949	directory	n. 人名地址录,(电话)号码簿	/dɪ'rekt(ə)rɪ; daɪ-/	/dəˈrɛktəri; (also) daɪˈrɛktəri/	n. 目录, 工商名录, 指南 / [计] 目录	di'rektәri	n. an alphabetical list of names and addresses / n. (computer science) a listing of the files stored in memory (usually on a hard disk)
KAOYAN_CORE_3384	discern	v. 识别；领悟，认识	/dɪ'sɜːn/	/dɪ'sɝn/	v. 辨别, 看清楚, 了解	di'zә:n	v detect with the senses
KAOYAN_CORE_215	disclose	v. 揭示,泄露	/dɪs'kləʊz/	/dɪs'kloz/	vt. 揭露, 透露 / [法] 揭发, 揭露, 公开	dis'klәuz	v. disclose to view as by removing a cover
KAOYAN_CORE_2993	dish	n. 盘；餐具；一盘食物；外貌有吸引力的人； v. 盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话	/dɪʃ/	/dɪʃ/	n. 盘子, 碟, 菜肴 / [医] 皿, 碟	diʃ	n. a piece of dishware normally used as a container for holding or serving food / n. a particular item of prepared food / n. the quantity that a dish will hold / n. directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation
KAOYAN_CORE_889	disposition	n. 排列,部署;性格倾向;倾向,意向	/dɪspə'zɪʃ(ə)n/	/'dɪspə'zɪʃən/	n. 性情, 处置, 处理, 布置 / [医] 素因, 性情	.dispә'ziʃәn	n. your usual mood / n. a natural or acquired habit or characteristic tendency in a person or thing
KAOYAN_CORE_2818	dispute	v. 辩论；怀疑；阻止；抗拒； n. 辩论；争吵	/dɪ'spjuːt; 'dɪspjuːt/	/'dɪs'pjʊt/	n. 争论 / v. 争论	dis'pju:t	n. a disagreement or argument about something important / n. coming into conflict with
KAOYAN_CORE_318	dome	n. 圆屋顶	/dəʊm/	/dom/	n. 圆顶 / vt. 加圆顶 / vi. 成圆顶状	dәum	n. a concave shape whose distinguishing characteristic is that the concavity faces downward / n. a stadium that has a roof / n. a hemispherical roof
KAOYAN_CORE_1709	dramatic	adj. 戏剧的；急剧的；引人注目的；激动人心的	/drə'mætɪk/	/drə'mætɪk/	a. 戏剧性的, 生动的	drә'mætik	a. suitable to or characteristic of drama / s. sensational in appearance or thrilling in effect / a. pertaining to or characteristic of drama / a. used of a singer or singing voice that is marked by power and expressiveness and a histrionic or theatrical style
KAOYAN_CORE_2476	dress	v. 给…穿衣； n. 连衣裙；女装	/dres/	/drɛs/	n. 服装, 覆盖物 / vi. 穿着 / vt. 给...穿衣, 整理	dres	n. a one-piece garment for a woman; has skirt and bodice / v. put on clothes / v. provide with clothes or put clothes on / v. put a finish on
KAOYAN_CORE_4902	eclipse	n. 食	/ɪ'klɪps/	/ɪ'klɪps/	n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色	i'klips	n. one celestial body obscures another / v. cause an eclipse of (a celestial body) by intervention
KAOYAN_CORE_764	economic	adj. 经济(上)的,经济学的	/,iːkə'nɒmɪk; ek-/	/ˌikəˈnɑmɪk, ˌɛkəˈ-nɑmɪk/	a. 经济上的, 实用的, 节省的 / [经] 经济的	.i:kә'nɒmik	a. of or relating to an economy, the system of production and management of material wealth / a. of or relating to the science of economics / s. using the minimum of time or resources necessary for effectiveness / s. concerned with worldly necessities of life (especially money)
KAOYAN_CORE_349	efficient	adj. 有效的,效率高的;有能力的,能胜任的	/ɪ'fɪʃ(ə)nt/	/ɪ'fɪʃnt/	a. 有效率的, 能干的	i'fiʃәnt	a. being effective without wasting time or effort or expense
KAOYAN_CORE_560	eligible	adj. 符合条件的;(尤指婚姻等)合适(意)的	/'elɪdʒɪb(ə)l/	/'ɛlɪdʒəbl/	a. 有资格当选的, 合格的 / n. 有资格者, 合格者, 适任者	'elidʒәbl	a. qualified for or allowed or worthy of being chosen
KAOYAN_CORE_2819	emigrate	v. 移居；移居外国	/'emɪgreɪt/	/'ɛmɪɡret/	v. (使)移居, (使)移民	'emigreit	v. leave one's country of residence for a new one
KAOYAN_CORE_2616	ending	n. 结局；结尾	/'endɪŋ/	/'ɛndɪŋ/	n. 终止, 终了, 收场 / [医] 末梢	'endiŋ	n. the end of a word (a suffix or inflectional ending or final morpheme) / n. event whose occurrence ends something
KAOYAN_CORE_2744	entitle	v. 称做…；定名为…；给…称号；使…有权利	/ɪn'taɪt(ə)l; en-/	/ɪn'taɪtl/	vt. 给...权利, 取名为, 给予名称, 叫做 / [法] 给...权利, 使有资格, 称呼	in'taitl	v. give the right to / v. give a title to
KAOYAN_CORE_75	escalate	v. (使)逐步增长(或发展)，(使)逐步升级	/'eskəleɪt/	/'ɛskəlet/	vi. 逐步扩大, 逐步升高, 逐步增强 / vt. 使逐步上升	'eskәleit	v. increase in extent or intensity
KAOYAN_CORE_275	excursion	n. 短途旅行,游览;离题;[物理]偏移,漂移	/ɪk'skɜːʃ(ə)n; ek-/	/ɪk'skɝʒn/	n. 远足, 游览圆, 短程旅行 / [医] 移动, 离轨, 逸出	ik'skә:ʒәn	n. a journey taken for pleasure
KAOYAN_CORE_834	expense	n. 花费,消费,消耗	/ɪk'spens; ek-/	/ɪk'spɛns/	n. 费用, 代价, 开支, 损失 / [经] 费用, 开支, 将支出转为费用	ik'spens	n. amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures) / n. a detriment or sacrifice / n. money spent to perform work and usually reimbursed by an employer / v. reduce the estimated value of something
KAOYAN_CORE_4983	fabulous	adj. 寓言式的；极为巨大的；极好的	/'fæbjələs/	/'fæbjələs/	a. 传说的, 寓言般的, 难以置信的	'fæbjulәs	s. extremely pleasing / s. based on or told of in traditional stories; lacking factual basis or historical validity / s. barely credible
KAOYAN_CORE_5019	faithfully	adv. 忠诚地， 如实地	/'feɪθfəli/	/'feθfəli/	adv. 忠实地, 诚心诚意地, 深信着地	'feiθfuli	r. in a faithful manner
KAOYAN_CORE_4705	fantastical	adj. 奇异的， 幻想的， 异想天开的；极好的	/fæn'tæstɪk/	/fæn'tæstɪk/	a. 空想的；捕风捉影的	fæn'tæstikәl	s existing in fancy only / s ludicrously odd
