id	word	definition_cn	ecdict_translation	ecdict_phonetic
SENIOR_CORE_5313	bind	v. 缚，绑	vt. 绑, 约束, 装订, 包扎, 使结合 / vi. 凝固, 有约束力 / [计] 赋值, 绑定	baind
SENIOR_CORE_419	birthplace	n. 出生地	n. 诞生地	'bә:θpleis
SENIOR_CORE_5684	black eye	n. 打得鼻青脸肿	[医] 黑眼(眼脸皮下瘀血)	
SENIOR_CORE_5918	blazing	adj. 酷热的；炽热的	a. 炽燃的, 强烈的	'bleiziŋ
SENIOR_CORE_6417	blessed	adj. 令人愉快的，快乐的	a. 神圣的, 受祝福的 / bless的过去式和过去分词	'blesid
SENIOR_CORE_4448	blister	n. 水泡； v. （使）起泡	n. 水疱 / [化] 砂眼	'blistә
SENIOR_CORE_4155	block out	n. 挡住（光线）	遮住; 遮挡…使不被印出来; 画出…的略图;  打草样	blɔk aut
SENIOR_CORE_5626	blond	adj. 淡黄色的；毛发及皮肤浅色的	a. 金发的 / n. 白肤碧眼金发的人	blɒnd
SENIOR_CORE_4711	blow-hole	n. （隧道的）通风口；（鲸鱼的）鼻孔	[机] 气孔	
SENIOR_CORE_6052	body-building	n. 健身运动	n. 健美运动；加强体质	'bɔdi,bildiŋ
SENIOR_CORE_6359	bona fide	adj. 名副其实的	真诚地(的), 真实地(的) / [经] 真诚的	bәjnә 'faidi
SENIOR_CORE_444	bone	n. 骨；骨骼； v. 剔去的骨；施骨肥于	n. 骨头, 骨, 骨制品 / vt. 剔骨 / vi. 专心致志	bәun
SENIOR_CORE_5125	booming	n. 发隆声的	a. 急速发展的 / [经] 暴涨的, 大受欢迎的	'bu:miŋ
SENIOR_CORE_6551	brazen out	n. 厚着脸对待	厚着脸皮硬挺	
SENIOR_CORE_4380	break down	n. (机器)损坏；破坏	毁掉, 制服, 压倒, 倒塌, 垮掉, 分解 / [化] 发生故障	
SENIOR_CORE_5833	break into	n. 闯入	破门而入, 侵占 / [法] 破门而入	
SENIOR_CORE_4030	briefly	adv. 简要地；短暂地	adv. 简短地, 扼要地, 简明地, 简单地	'brifli
SENIOR_CORE_4257	brighten	v. 使更明亮	vi. 变亮, 活跃 / vt. 使生辉, 使快活	'braitn
SENIOR_CORE_4526	brimful	adj. 盈满的；满到边际的	a. 满到边的, 洋溢着...的, 满溢的	brim'fjl
SENIOR_CORE_4914	Buddha	n. 佛	n. 佛陀	'budә
SENIOR_CORE_5425	build on	n. 建立于	在原有的建筑物上增建; 以…为基础; 依赖; 一心指望	bild ɔn
SENIOR_CORE_4240	build up	n. 逐渐增强；建立；开发	树立, 增进, 增大, 堵塞 / [化] 提升力	
SENIOR_CORE_517	bun	n. 小圆面包	n. 小面包 / [医] 血液尿素氮	bʌn
SENIOR_CORE_518	bunch	n. 群；串；突出物； v. 隆起；打褶；形成一串	n. 串, 束 / [医] 骨肿块(马)	bʌntʃ
SENIOR_CORE_5469	burn down	n. 烧毁	烧成平地, 火力减弱 / [机] 烧去, 火力衰退	
SENIOR_CORE_3985	burst into laughter	n. 突然笑起来；大声笑了出来	哈哈大笑起来	
SENIOR_CORE_4221	by chance	n. 碰巧；凑巧	偶然, 也许	
SENIOR_CORE_540	bye	int. 再见； n. 轮空；次要的东西； adj. 次要的	interj. 再会, 回头见 / [计] 结束命令	bai
SENIOR_CORE_5806	call in	n. 请（某人）	召集, 召来, 来访 / [电] 叫入	
SENIOR_CORE_5408	call on	n. 拜访	号召, 呼吁, 约请, 访问	
SENIOR_CORE_3818	care about	n. 关心；忧虑；惦念	担心	
SENIOR_CORE_5193	Caroline	n. 卡罗琳	n. 凯若琳（女子名）	'kærәlaiŋ
SENIOR_CORE_5786	carry off	n. 掠去，夺走	夺去...的生命, 获得, 成功对付 / [建] 带走, 夺去	
SENIOR_CORE_5680	cash a cheque	n. 兑现支票	兑付支票	
SENIOR_CORE_587	cat	n. 猫，猫科动物	n. 猫, 恶妇 / vi. 呕吐 / 计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版 / [计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试	kæt
SENIOR_CORE_5732	catch on	n. 学会	变得流行, 理解, 明白	
SENIOR_CORE_6335	catwalk	n. 时装表演；（模特表演时走的）伸展台	n. 狭小通道	'kætwɒ:k
SENIOR_CORE_5357	cease	v. 结束，停息，终止	n. 停止 / v. 停止, 终了	si:s
SENIOR_CORE_4990	celestial	adj. 天上的	a. 天的, 天国的, 天空的 / [法] 天的, 天空的, 天国的	si'lestjәl
SENIOR_CORE_614	certainly	adv. 当然；行（用于回答）；必定	adv. 确定地	'sә:tәnli
SENIOR_CORE_3726	chain store	n. 连锁店	连锁商店	
SENIOR_CORE_3707	chain stores	n. 连锁店	[经] 连锁商店	
SENIOR_CORE_4533	championship	n. 锦标赛，冠军赛	n. 冠军身份, 冠军称号, 捍卫	'tʃæmpiәnʃip
SENIOR_CORE_630	chapter	n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期； v. 把…分成章节	n. 章, 篇, 重要章节 / [计] 章; 段	'tʃæptә
SENIOR_CORE_5891	chariot	n. 双轮马车	n. 二轮战车	'tʃæriәt
SENIOR_CORE_639	cheek	n. 面颊，脸颊；臀部； v. 无礼地向…讲话，对…大胆无礼	n. 颊, 厚颜, 脸蛋 / [医] 颊	tʃi:k
SENIOR_CORE_656	childhood	n. 童年时期；幼年时代	n. 孩童时期 / [医] 儿童期	'tʃaildhud
SENIOR_CORE_5726	childish	adj. 孩子的，幼稚的	a. 天真的, 孩子气的	'tʃaildiʃ
SENIOR_CORE_4205	China Welfare Institute	n. 中国福利基金会	[医] 中国福利会	
SENIOR_CORE_5276	Christchurch	n. 克莱斯特彻奇（新西兰南岛东岸港口城市）	n. 克赖斯特彻奇	'kraist-tʃә:tʃ
SENIOR_CORE_5374	Circe	n. 瑟茜（希腊神话女巫，有把人变成猪的法术）	n. 荷马史诗<<奥德赛>>中的女魔, 妖精似地引诱男子的女人	'sә:si
SENIOR_CORE_5028	citizenship	n. 公民身份，公民的职责和权力	n. 国籍, 市民权, 市民的身份 / [法] 公民权, 公民资格, 公民身分	'sitizәnʃip
SENIOR_CORE_4683	Claire	n. 克莱尔（女名）	n. 克莱儿（女子名）	kleә
SENIOR_CORE_4726	clam	n. 蛤	n. 蛤, 沉默寡言的人 / vi. 捞蛤	klæm
SENIOR_CORE_697	clearly	adv. 清晰地；明显地；无疑地；明净地	adv. 清楚地	'kliәli
SENIOR_CORE_6302	clip	n. 电影片断	n. 修剪, 夹子, 回形针, 剪下来的东西 / vt. 修剪, 痛打, 夹牢, 剪报 / vi. 剪报	klip
SENIOR_CORE_707	cloth	n. 布；织物；桌布； adj. 布制的	n. 布料, 织品, 布 / [建] 布	klɒ:θ. klɒθ
SENIOR_CORE_709	clothing	n. （总称）[服装] 服装；帆装； v. 覆盖（clothe的ing形式）；给…穿衣	n. 衣服	'klәuðiŋ
SENIOR_CORE_6085	clutter	n. 混乱	n. 杂乱 / vt. 弄乱, 使凌乱	'klʌtә
SENIOR_CORE_6110	coastguard	n. 海岸警卫队，水上警察	n. 海岸警备队, 海岸警备队队员	'kәustgɑ:d
SENIOR_CORE_4081	cola	n. 可乐饮料	结肠, 冒号, 科朗 / [化] 可乐果; 可乐果属; 可乐果干子叶	'kәulә
SENIOR_CORE_5181	collision course	n. 冲突（的前进或者行动）	碰撞航向	kəˈliʒən kɔː(r)s
SENIOR_CORE_4042	Columbus Day	n. 哥伦布日	哥伦布节	
SENIOR_CORE_4222	come across	n. （偶然）遇见；碰见	偶遇	
SENIOR_CORE_5654	come into view	n. 出现	进入视野	
SENIOR_CORE_5463	come off it	n. 别胡扯	不胡诌, 不胡闹	
SENIOR_CORE_4330	come to life	n. 活跃起来	苏醒	
SENIOR_CORE_5852	come to the fore	n. 变得重要，有影响力	出名, 成为显赫人物	
SENIOR_CORE_3785	come up	n. 走近；上来；提出	走上前来, 发芽, 发生, 被提到, 流行 / [建] 按照指标达到质量标准	
SENIOR_CORE_4157	comet	n. 慧星	n. 彗星	'kɒmit
SENIOR_CORE_5639	committed	adj. 尽责的	a. 献身于某种事业的 / [计] 委托的	
SENIOR_CORE_6440	communally	adv. 集体地	adv. 社区地；公有地	
SENIOR_CORE_6540	compulsion	n. （难以克制的）强烈冲动	n. 强迫, 强制 / [医] 强迫	kәm'pʌlʃәn
SENIOR_CORE_6441	con	v. 骗	vt. 精读, 仔细研究, 默记 / adv. 反面地, 从反面 / a. 欺诈的 / n. 反对者, 反对票, 肺结核 / [计] 控制台	kɒn
SENIOR_CORE_4970	conception	n. 主意；计划	n. 观念, 概念 / [医] 妊娠, 受孕; 概念	kɒn'sepʃәn
SENIOR_CORE_780	confident	adj. 自信的；确信的	a. 有信心的, 有把握的	'kɒnfidәnt
SENIOR_CORE_6373	confounder	n. 混淆因素	n. confound的变形	
SENIOR_CORE_6439	consultancy	n. 顾问（工作）	n. 商量, 协商, 磋商, 会诊, 与...商量, 咨询, 请教, 找(医生)看病, 查阅, 考虑 / [经] 咨询业务, 咨询服务	
SENIOR_CORE_5956	context	n. 场合	n. 上下文, 背景, 来龙去脉 / n. 上下文 / [计] 上下文	'kɒntekst
SENIOR_CORE_6000	conversational	adj. 口语的，谈话的	a. 会话的, 对话的, 健谈的 / [计] 会话式的; 对话式的	.kɒnvә'seiʃәnl
SENIOR_CORE_4279	convincing	adj. 令人信服的	a. 使人信服的, 有力的, 令人心悦诚服的	kәn'vinsiŋ
SENIOR_CORE_6536	coo	v. 柔声地说	vi. 咕咕地叫 / vi.vt. 谈情话, 轻轻地说, 温柔可爱地说, 温柔爱恋地说 / n. 鸽子的叫声, 鸽子叫似的轻声	ku:
SENIOR_CORE_831	cordless	n. 不用电线的； adj. 无线的（副词cordlessly）	a. 无绳索的, 交直流两用的	'kɒ:dlis
SENIOR_CORE_844	could	aux. 能够； v. 能（can的过去式）	aux. 可以, 能	kud
SENIOR_CORE_3996	county	n. 县；郡	n. 县, 郡	'kaunti
SENIOR_CORE_5553	crab	n. 蟹	n. 螃蟹, 偏航, 脾气乖戾的人, 沙果 / vi. 捕蟹, 偏航, 发牢骚 / vt. 使偏航, 抱怨, 破坏	kræb
SENIOR_CORE_4318	craftsman	n. 匠人；能工巧匠	n. 工匠, 技工, 手艺人	'kræftsmәn
SENIOR_CORE_5779	crested ibis	n. 朱鹮	朱?	
SENIOR_CORE_4486	critic	n. 评论家；批评者	n. 批评家, 鉴定家	'kritik
SENIOR_CORE_4216	crowd in	n. （想法、问题等）涌上心头；涌入脑海	（使）拥[挤]入; 在时间表中挤进, 强安排进	kraud in
SENIOR_CORE_6426	crunchy	adj. 硬脆的；松脆的	a. 发嘎吱嘎吱声的	'krʌntʃi
SENIOR_CORE_6292	culminate	v. 终于获得某种结局或结果	vi. 到绝顶, 达于极点, 达到高潮 / vt. 使到绝顶, 使达到高潮	'kʌlmineit
SENIOR_CORE_6548	curl	v. （使）卷曲	n. 拳曲, 鬈发 / vt. 弄卷 / vi. 拳曲, 弯曲	kә:l
SENIOR_CORE_4831	cutting	n. 剪枝；剪报	n. 切断, 切下, 路堑 / [化] 切屑	'kʌtiŋ
SENIOR_CORE_894	cyclist	n. 骑自行车的人	n. 骑脚踏车的人	'saiklist
SENIOR_CORE_5294	dairy	n. 牛奶场；乳品公司	n. 牛奶公司, 乳品店, 乳牛场	'dєәri
SENIOR_CORE_3980	Daisy	n. 戴茜（女名）	n. 雏菊, 一流人物 / a. 第一流的	'deizi
SENIOR_CORE_4950	date back	n. 追溯到……	回溯至	deit bæk
SENIOR_CORE_5057	date back to	n. 追述到，远在……年代	始于,可以追溯到…	
SENIOR_CORE_4048	day and night	n. 日夜；昼夜；整天	日以继夜	
SENIOR_CORE_4767	day in and day out	n. 日复一日	天天	
SENIOR_CORE_5730	dedicated	adj. 专心致志的	a. 专注的, 献身的	'dedikeitid
SENIOR_CORE_5729	dedication	n. 专心致志	n. 奉献, 献身, 献辞 / [计] 专用	.dedi'keiʃәn
SENIOR_CORE_4292	defend against	n. 保卫……以免受	防御,防卫	
SENIOR_CORE_3955	designer	n. 设计师	n. 设计者, 谋划者, 制图者 / [计] 设计员	di'zainә
SENIOR_CORE_6087	desktop	n. 台式电脑	n. 桌面 / [计] 桌面	'desktɔp
SENIOR_CORE_6231	despise	v. 鄙视	vt. 轻视	di'spaiz
SENIOR_CORE_6449	detractor	n. 诽谤者，恶意批评者	n. 毁损者, 贬低者	di'træktә(r)
SENIOR_CORE_6530	devious	adj. 不率直的，不坦诚的	a. 偏僻的, 迂回的	'di:viәs
SENIOR_CORE_968	devote	v. 致力于；奉献	vt. 投入于, 献身	di'vәut
SENIOR_CORE_6121	dietary	adj. 饭食的； n. 规定的食物	a. 饮食的 / n. 规定食物	'daiәtәri
SENIOR_CORE_984	dig	v. 挖，掘；探究； n. 戳，刺；挖苦	vt. 挖, 翻土, 发掘 / vi. 挖掘 / n. 挖掘 / [计] 数字, 数位	dig
SENIOR_CORE_5747	disconnect	v. 使不连接；切断	vt. 使分离, 使不相连, 拆开 / vi. 断开 / [计] 断开	.diskә'nekt
SENIOR_CORE_4902	disguise	v. 伪装；假扮；遮掩； n. 伪装	n. 假面目, 假装 / vt. 假装, 隐瞒	dis'gaiz
SENIOR_CORE_1019	dish	n. 盘；餐具；一盘食物；外貌有吸引力的人； v. 盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话	n. 盘子, 碟, 菜肴 / [医] 皿, 碟	diʃ
SENIOR_CORE_5911	disillusioned	adj. 不抱幻想的，理想破灭的	a. 幻想破灭了的, 大失所望的, 醒悟了的	
SENIOR_CORE_5958	dispenser	n. 自动柜员机	n. 分配者, 药剂师, 配药员, 分配器 / [医] 调剂员	dis'pensә
SENIOR_CORE_5140	disrespectfully	adv. 失礼地，无理地	adv. 无礼地；不恭地	,disri'spektfəli
SENIOR_CORE_6296	distinguished	adj. 卓越的，杰出的；高贵的	a. 卓著的, 著名的	dis'tiŋgwiʃt
SENIOR_CORE_4325	diver	n. 潜水员	n. 潜水者	'daivә
SENIOR_CORE_5723	DJ	n. 电台流行音乐主持人	n. 唱片流行音乐节目播音员, 唱片骑师	
SENIOR_CORE_3724	do	v. 用以构成疑问句及否定句； v. 做，干	v. 做, 进行, 完成	du:
SENIOR_CORE_6374	dodgy	adj. 冒险的；困难的	a. 狡猾的, 逃避的, 难弄的	'dɒdʒi
SENIOR_CORE_5758	doping	n. 服兴奋剂	[计] 掺杂 / [化] 掺杂	'dәupiŋ
SENIOR_CORE_1053	Dr	abbr. 速度三角形定位法（dead reckoning）；数据记录器（Data Recorder）	n. 博士, 医生 / [医] 英钱	
SENIOR_CORE_3893	dragon	n. 龙	n. 龙, 凶暴的人 / [法] 凶恶的人, 凶恶严厉的监护人	'drægәn
SENIOR_CORE_4332	draw a conclusion	n. 提出结论	得出结论	
SENIOR_CORE_5628	draw up	n. 起草	草拟, 停住, 逼近, 拉起, 整队	
SENIOR_CORE_6444	dress-down	adj. （比平时）穿着随便的	na. 梳刷(马)；责骂；鞭打；【美体】打败(对方) / [网络] 便装；下装	
SENIOR_CORE_6524	dummy	n. 笨蛋	n. 傀儡, 假人, 仿制品 / a. 虚设的, 假的, 名义上的	'dʌmi
SENIOR_CORE_1081	dusty	adj. 落满灰尘的	a. 灰尘多的, 无聊的, 含糊的, 粉末状的	'dʌsti
SENIOR_CORE_4725	eel	n. 鳗；鳝	n. 鳗鱼, 鳝鱼	i:l
SENIOR_CORE_4411	efficient	adj. 效率高的；有能力的	a. 有效率的, 能干的	i'fiʃәnt
SENIOR_CORE_5523	elegantly	adv. 优雅地	adv. 优美地	
SENIOR_CORE_6192	empathy	n. 同情，同感	n. 移情作用, 共鸣 / [医] 移情, 神入	'empæθik
SENIOR_CORE_6046	enact	v. 将……制定成法律	vt. 制定法律, 扮演, 颁布 / [法] 法令, 法规, 条例	i'nækt
SENIOR_CORE_5044	enclosure	n. 围地,（用于特定目的的）围场	n. 附件, 围墙, 围绕 / [化] 机壳; 外壳	in'klәuʒә
SENIOR_CORE_3976	endanger	v. 危害；使受到危险	vt. 危及 / [法] 使危险, 危及	in'deindʒә
SENIOR_CORE_1140	ending	n. 结局；结尾	n. 终止, 终了, 收场 / [医] 末梢	'endiŋ
SENIOR_CORE_6066	energise	v. 激励，激发	vt. 供给…能量；使精力充沛（等于energize）	'enәdʒaiz
SENIOR_CORE_3789	enrich	v. 充实；改善；使富裕	vt. 使富足, 使肥沃	in'ritʃ
SENIOR_CORE_4598	environmentalist	n. 环境保护论者	n. 环保人士	in,vaiәrәn'mentlist
SENIOR_CORE_5862	episode	n. (电视连续剧的)一集，一节	n. 插曲, 插话, 有趣的事件, 一段情节 / [医] 插话, 插曲, 发作	'episәud
SENIOR_CORE_1168	eraser	n. 橡皮；擦除器；[计] 清除器	n. 擦子	i'reisә
SENIOR_CORE_3814	ever since	n. 从那以后	从那时到现在	
SENIOR_CORE_4930	excavate	v. 挖掘；发掘	v. 挖空, 挖出, 凿通	'ekskәveit
SENIOR_CORE_6096	exceptional	adj. 杰出的；不寻常的	a. 例外的, 异常的, 特别的	ik'sepʃәnәl
SENIOR_CORE_4401	exhausted	adj. 筋疲力尽的；疲惫不堪的	a. 耗尽的；疲惫的	iɡ'zɔ:stid
SENIOR_CORE_6343	expatriate	n. 居住在国外的人	n. 移居国外者, 侨民, 被流放者, 背井离乡者 / vt. 逐出国外, 脱离国籍, 放逐 / vi. 移居国外	eks'peitrieit
SENIOR_CORE_1207	expect	v. 期望；指望；认为；预料	vt. 预期, 盼望, 期待	iks'pekt
SENIOR_CORE_4394	expertise	n. 专业技能; 专业知识（技能等）	n. 专家意见, 专门技术 / [法] 专门知识, 专家意见	.ekspә:'ti:z
SENIOR_CORE_3994	extinction	n. 灭绝；消亡	n. 消失, 消灭, 废止 / [化] 消光; 熄灭	ik'stiŋkʃәn
SENIOR_CORE_5418	fabulous	adj. 巨大的；绝妙的，精彩的	a. 传说的, 寓言般的, 难以置信的	'fæbjulәs
SENIOR_CORE_4925	fade out	n. （声音、画面）逐渐模糊；渐淡	淡出, 渐弱 / [电] 化出, 渐弱	
SENIOR_CORE_1242	fairness	n. 公平；美好；清晰；顺利性	n. 晴朗, 光明正大, 美丽 / [经] 公正, 适当	'fєәnis
SENIOR_CORE_4438	fall ill	n. 生病	得病	
SENIOR_CORE_3776	fall in love	n. 相爱；爱上	陷入爱河（歌名）; [电影]追爱总动员	fɔ:l in lʌv
SENIOR_CORE_6227	fanatically	adv. （对某种事物或活动）入迷地	adv. 狂热地, 盲信地	fә'nætәkәli
SENIOR_CORE_5462	far too	n. 太…，极为…	非常,极其,太	
SENIOR_CORE_4057	fashion	n. 时尚；样子；方式	n. 流行, 风尚, 时样 / vt. 形成, 造, 作	'fæʃәn
SENIOR_CORE_6344	fashion-conscious	adj. 有时尚意识的	赶时髦的；讲究时髦的	
SENIOR_CORE_5583	fed up	n. 不愉快的，厌烦的	a. 对…感到厌烦[不满] 的; 烦透了, 受够了	fed ʌp
SENIOR_CORE_5351	feed on	n. 从……中得到滋养或者满足	以...为食, 以...为能源	
SENIOR_CORE_6388	fib	n. 无伤大雅的谎言，小谎言	n. 小谎话 / vi. 撒小谎 / vt. 一击, 打	fib
SENIOR_CORE_5667	figure out	n. 理解	合计为, 计算出, 明白	
SENIOR_CORE_6098	finalist	n. 参加决赛的选手	n. 决赛选手, 决赛队	'fainәlist
SENIOR_CORE_4762	fit in	n. 相适应；相融合	有地方容纳; 有时间从事（某事）; 有时间接待（某人）; 相处融洽	fit in
SENIOR_CORE_6326	flamboyant	adj. 艳丽的	a. 火焰似的, 辉耀的, 华丽的	flæm'bɒiәnt
SENIOR_CORE_5995	flatmate	n. 公寓室友	n. 合住一套公寓的人	ˈflætmeɪt
SENIOR_CORE_5157	flattery	n. 奉承，恭维话	n. 谄媚, 阿谀, 巴结	'flætәri
SENIOR_CORE_1332	fluency	n. （语言、文章）流利；（技能）娴熟	n. 流畅, 雄辩, 善辩	'flu:әnsi
SENIOR_CORE_6537	flutter	v. 迅速而无规则地动	n. 摆动, 鼓翼, 烦扰 / vi. 摆动, 鼓翼, 烦扰 / vt. 拍(翅), 使焦急 / [计] 颤动	'flʌtә
SENIOR_CORE_5998	fly off the handle	n. (为不太重要的事)大发雷霆	冒火, 勃然大怒	
SENIOR_CORE_4242	focus on	n. 集中（注意力、精力等）于	致力于; 使聚焦于; 对（某事或做某事）予以注意; 把…作为兴趣中心	ˈfəukəs ɔn
SENIOR_CORE_5687	fool around	n. 胡闹，瞎弄	闲荡, 干蠢事, 干无用的事, 干琐屑的事	
SENIOR_CORE_5310	forensic	adj. 法庭科学取证的，法医的	a. 辩论的, 法院的, 关于法庭的 / n. 辩论练习	fә'rensik
