id	word	definition_cn	ecdict_translation	ecdict_phonetic
CET6_CORE_79	biography	n. 自传	n. 传记	bai'ɒgrәfi
CET6_CORE_924	bipartisan	adj. 两党的	a. 两党连立的	bai,pɑ:ti'zæn
CET6_CORE_81	bizarre	adj. 古怪的；奇怪的	a. 奇异的	bi'zɑ:
CET6_CORE_82	blame	v. 谴责	n. 过失, 责备 / vt. 责备, 归咎于	bleim
CET6_CORE_2421	blast	n. 管乐器的声音	n. 一阵风, 爆炸, 枯萎病 / vt. 炸, 使枯萎 / vi. 炸, 猛攻, 猛烈抨击, 枯萎	blæst
CET6_CORE_2831	blond	n. 白肤金发碧眼的人	a. 金发的 / n. 白肤碧眼金发的人	blɒnd
CET6_CORE_83	blouse	n. 衬衫	n. 宽松的上衣	blauz
CET6_CORE_85	board	n. 董事会	n. 木板, 甲板, 膳食, 会议桌 / vt. 乘船, 供膳食, 用板覆盖 / vi. 搭伙 / [计] 板	bɒ:d
CET6_CORE_1601	body	n. 物体	n. 身体, 人, 尸体, 主要部分, 团体 / vt. 赋以形体 / [计] 体	'bɒdi
CET6_CORE_89	bother	v. 困扰	vt. 烦扰, 迷惑 / vi. 烦恼, 操心 / n. 麻烦, 纠纷, 讨厌的人	'bɒðә
CET6_CORE_3684	bounce	v. 弹起，反弹，颠跳； n. 弹， 反弹	n. 跳, 跳跃, 弹力, 撞击 / vi. 反跳, 弹跳 / vt. 使跳回, 撞击 / [计] 打回	bauns
CET6_CORE_1426	bound	adj. 应当的；必定的	n. 跃, 回跳, 范围, 边界 / a. 受约束的, 装有封面的, 有义务的, 关联的, 被束缚的, 准备去...的, 便秘的 / vi. 跳跃, 弹起 / vt. 使跳, 限制, 形成...的疆界 / bind过去式和过去分词 / [计] 装订的	baund
CET6_CORE_1270	box	n. （法庭的）专席	n. 盒子, 箱, 方框, 一巴掌 / vt. 装...入盒中, 装箱, 打耳光 / vi. 拳击 / [计] 方框	bɒks
CET6_CORE_93	breezy	adj. 轻松愉快的	a. 有微风的, 通风好的, 活泼的	'bri:zi
CET6_CORE_880	brilliant	adj. 才华横溢的；极好的	a. 光辉的, 灿烂的, 有才气的 / [机] 亮的	'briljәnt
CET6_CORE_3967	brisk	adj. 轻快的， 生气勃勃的； 兴隆的， 繁忙活跃的； 寒冷而清新的	a. 强烈的, 寒冷而干燥的, 活泼的 / vt. 使活泼 / vi. 活跃起来	brisk
CET6_CORE_97	brutal	adj. 残酷的	a. 残忍的, 野蛮的, 不讲理的	'bru:tәl
CET6_CORE_2684	bug	n. 虫子；臭虫	n. 错误, 虫, 病菌, 缺陷, 窃听器, 癖好, 防盗报警器, 双座小汽车, 要人 / vt. 装防盗报警器, 装窃听器, 激怒 / vi. 捉虫, 暴突 / [计] 缺点, 错误	bʌg
CET6_CORE_2095	bull	n. 买空的证券投机商	n. 公牛 / [法] 买方, 买空者	bul
CET6_CORE_2601	burner	n. 煤气头	n. 火炉, 烧火的人 / [化] 灯; 灯头; 烧嘴炉; 燃烧器; 燃烧炉	'bә:nә
CET6_CORE_2631	butt	n. 大酒桶，桶	n. 粗大的一头, 烟头, 靶, 笑柄 / [医] 对核	bʌt
CET6_CORE_104	campaign	n. 活动	n. 战役, 运动, 竞选运动 / vi. 参加运动, 作战	kæm'pein
CET6_CORE_109	capture	v. 捕捉	n. 抓取, 战利品, 捕获之物 / vt. 抓取, 获得, 迷住 / [计] 截获命令	'kæptʃә
CET6_CORE_2203	carry	v. 刊登	n. 进位, 射程, 运载 / vt. 携带, 运送, 支持, 传送, 包含 / vi. 被携带, 能达到 / [计] 进位; 进位数	'kæri
CET6_CORE_2575	cavity	n. 洞，穴，空腔	n. 洞, 空穴, 腔 / [化] 空穴	'kæviti
CET6_CORE_1345	cement	v. 粘结	n. 水泥, 胶结剂 / vt. 胶合, 用水泥涂 / vi. 黏牢	si'ment
CET6_CORE_3054	ceramic	adj. 陶器的； n. 陶瓷器	a. 陶瓷的 / n. 陶瓷制品	si'ræmik
CET6_CORE_114	chain	n. 连锁店	n. 链, 枷锁, 束缚 / vt. 用铁练锁住, 束缚, 囚禁	tʃein
CET6_CORE_2292	challenge	n. 艰巨任务	n. 挑战, 盘问 / vt. 向...挑战, 要求, 怀疑 / vi. 挑战, 对(证据等)表示异议	'tʃælindʒ
CET6_CORE_116	character	n. 角色	n. 个性, 字符, 人物, 性质, 品格, 资格 / [计] 字符	'kærәktә
CET6_CORE_1250	charter	v. 包租（飞机、船等）	n. 特许状, 执照, 宪章 / vt. 特许, 发给特许执照	'tʃɑ:tә
CET6_CORE_1914	choice	n. 入选者； adj. 优等的	n. 选择, 精选品, 选择权 / a. 精选的, 挑三拣四的, 上等的 / [计] DOS内部命令:在批处理文件中 / 该命令用于提示用户作出选择, 决定批处理文件的流程	tʃɒis
CET6_CORE_2892	chord	n. 和弦	n. 弦, 和音 / [医] 索, 带	kɒ:d
CET6_CORE_2672	circular	n. 传单，通报，通函	a. 圆形的, 循环的, 间接的 / [医] 环状的, 循环的	'sә:kjulә
CET6_CORE_121	citation	n. 引文	n. 引用, 引证, 引用文 / [建] 引证, 指引	sai'teiʃәn
CET6_CORE_3559	citizenship	n. 公民的身份, 公民的职责和权力	n. 国籍, 市民权, 市民的身份 / [法] 公民权, 公民资格, 公民身分	'sitizәnʃip
CET6_CORE_122	claim	v. 索取，声称	n. 要求, 要求权, 断言, 权利 / vt. 要求, 认领, 主张 / vi. 提出要求, 主张, 断言	kleim
CET6_CORE_2075	classic	n. 名著； adj. 不朽的	n. 古典作品, 杰作, 大艺术家 / a. 第一流的, 最优秀的, 古典的	'klæsik
CET6_CORE_2603	clatter	n. 得得声，卡嗒声	n. 咔嗒声, 哗啦声, 嘈杂的谈笑声 / vi. 发出哗啦声, 喧闹的谈笑 / vt. 使咔嗒咔嗒地响	'klætә
CET6_CORE_2875	clearing	n. （森林中的）空旷地	n. 清扫, 空地, 票据清算 / [经] 票据交换, 结算, 结帐	'kliәriŋ
CET6_CORE_2289	clip	v. 剪；剪辑报刊	n. 修剪, 夹子, 回形针, 剪下来的东西 / vt. 修剪, 痛打, 夹牢, 剪报 / vi. 剪报	klip
CET6_CORE_1484	cloak	v. 掩盖，掩饰；覆盖，笼罩	n. 斗蓬, 大氅, 掩护 / vt. 遮掩, 隐匿, 使披斗蓬	klәuk
CET6_CORE_2966	clockwise	adv. 顺时针方向转地； adj. 顺时针方向转的	a. 顺时针方向的 / adv. 顺时针方向地	'klɒkwaiz
CET6_CORE_3564	clone	v. 无性繁殖， 克隆； n. 无性繁殖系，克隆；复制品，翻版	n. 无性系 / [计] 代用件	klәun
CET6_CORE_1546	closet	n. 小房间；壁碗橱	n. 壁橱, 小室 / a. 秘密的, 空谈的 / vt. 把...关入小室	'klɒzit
CET6_CORE_127	coastal	adj. 海滨的	a. 海岸的, 沿海的, 沿岸的 / [法] 海岸的, 沿海的	'kәustәl
CET6_CORE_130	collapse	v. 坍塌，崩塌	n. 崩溃, 倒塌, 虚脱 / vi. 倒塌, 崩溃, 瓦解 / vt. 使倒塌, 折叠 / [计] 折叠	kә'læps
CET6_CORE_134	commitment	n. 承诺	n. 委托, 交押, 承担义务, 赞助 / [医] 院禁	kә'mitmәnt
CET6_CORE_3552	companion	n. 同伴， 共事者； 伴侣	n. 朋友, 陪伴, 指南, 升降口围罩 / vt. 陪伴	kәm'pænjәn
CET6_CORE_138	compelling	adj. 引人注目的	a. 强制的, 强迫性的, 激发兴趣的	kәm'peliŋ
CET6_CORE_139	compensate	v. 弥补	v. 偿还, 补偿, 付报酬	'kɒmpenseit
CET6_CORE_1622	compliment	n. 致意，问候； v. 赞美，祝贺	n. 称赞, 恭维, 敬意 / vt. 称赞, 褒扬, 恭维	'kɒmplimәnt
CET6_CORE_1751	concern	n. 所关切的事；商行	n. 关心, 忧虑 / vt. 与...有关, 使担心, 使挂念	kәn'sә:n
CET6_CORE_144	concession	n. 妥协	n. 特许, 让步, 认可 / [经] 核准, 许可, 特殊(权)	kәn'seʃәn
CET6_CORE_145	conclusive	adj. 得出结论的	a. 决定性的, 确定性的, 最后的 / [法] 决定性的, 不容置疑的, 确实的	kәn'klu:siv
CET6_CORE_1770	confidence	n. 私房话，秘密，机密	n. 信心 / [电] 可靠	'kɒnfidәns
CET6_CORE_3581	confident	adj. 确信的， 肯定的； 自信的	a. 有信心的, 有把握的	'kɒnfidәnt
CET6_CORE_1038	conserve	v. 保留，保护	n. 蜜饯, 果酱 / vt. 保存, 使(能量等)守恒	kәn'sә:v
CET6_CORE_155	considerable	adj. 相当多的	a. 相当的, 可观的, 重要的	kәn'sidәrәbl
CET6_CORE_157	constant	adj. 不断的	n. 常数, 恒量 / a. 不变的, 一定的, 时常的 / [计] 常量; 常数; 恒值	'kɒnstәnt
CET6_CORE_1096	consult	v. 咨询	vi. 商讨, 商量, 协商, 会诊 / vt. 向...请教, 查阅, 考虑	kәn'sʌlt
CET6_CORE_849	consultation	n. 商议	n. 请教, 咨询, 磋商会 / [医] 会诊	.kɒnsәl'teiʃәn
CET6_CORE_911	contestant	n. 参赛者	n. 竞争者 / [法] 争辩者, 竞争者	kәn'testәnt
CET6_CORE_1124	controversial	adj. 受到争议的	a. 争论的, 论争的, 被议论的	.kɒntrә'vә:ʃәl
CET6_CORE_167	controversy	n. 争议	n. 论争, 辩论, 论战, 争论 / [法] 论战, 争论, 争吵	'kɒntrәvә:si
CET6_CORE_1095	convincing	adj. 令人信服的	a. 使人信服的, 有力的, 令人心悦诚服的	kәn'vinsiŋ
CET6_CORE_3969	cord	n. 细绳， 粗线， 索； 灯芯绒裤	n. 绳索, 束缚 / [医] 索, 带	kɒ:d
CET6_CORE_3046	cordial	adj. 热情友好的， 热诚的	n. 兴奋剂, 补品 / a. 热忱的, 诚恳的, 有兴奋作用的	'kɒ:djәl
CET6_CORE_3990	corresponding	adj. 相应的， 符合的	a. 相当的, 一致的, 通信的 / [计] 对应	.kɒri'spɒndiŋ
CET6_CORE_1984	count	n. 起拆理由，罪状	vt. 计算, 视为 / vi. 计数 / n. 计算, 合计, 计数, 伯爵 / [计] 计数	kaunt
CET6_CORE_1041	counterpart	n. 对等物	n. 副本, 复本, 配对物, 相应物 / [经] 副本, 正副二份中之一	'kauntәpɑ:t
CET6_CORE_3475	coupon	n. 礼券， 优惠券； 配给券， 票证	n. 息票, 赠券 / [经] 息票, 利息单, 联票	'ku:pɒn
CET6_CORE_177	cover	v. 报道	n. 盖子, 封面, 藉口 / vt. 覆盖, 掩饰, 保护, 掩护, 包括 / vi. 覆盖	'kʌvә
CET6_CORE_178	coverage	n. 报道	n. 覆盖的范围, 保险总额, 新闻报导 / [化] 可达范围; 覆盖度	'kʌvәridʒ
CET6_CORE_1064	crew	n. 机组人员	n. 全体人员, 一群人, 全体队员 / crow的过去式	kru:
CET6_CORE_806	cripple	n. 残疾，跛子	n. 跛者, 残废 / vt. 使跛, 使成残废, 削弱 / a. 跛的, 残废的	'kripl
CET6_CORE_1199	cropland	n. 农田	[经] 农地	'krɔplænd
CET6_CORE_1442	cross	adj. 恼怒的	n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交 / a. 生气的, 交叉的, 相反的 / v. 交叉, 横过, 越过 / [计] 交叉, 十字标	krɒs
CET6_CORE_183	crucial	adj. 关键的	a. 决定性的, 重要的, 严厉的 / [医] 十字形的; 决断的, 定局的	'kru:ʃәl
CET6_CORE_3553	culminate	v. 告终	vi. 到绝顶, 达于极点, 达到高潮 / vt. 使到绝顶, 使达到高潮	'kʌlmineit
CET6_CORE_1065	cumulative	adj. 积累的	a. 累积的 / [医] 蓄积的, 累积的	'kju:mjulәtiv
CET6_CORE_184	curb	v. 限制，控制	n. 抑制, 勒马绳, 边石 / vt. 抑制, 束缚, 勒住	kә:b
CET6_CORE_1414	cutter	n. 用于切割的器械	n. 裁剪者, 切割者, 切割器 / [化] 刀具; 剪切机; 切刀; 切胶机	'kʌtә
CET6_CORE_186	dare	v. 勇敢，敢于做	n. 挑战, 挑动, 大胆 / v. 敢, 胆敢	dєә
CET6_CORE_2950	dazzle	v. 使目眩；使倾倒	v. (使)眼花, 炫耀 / n. 耀眼	'dæzl
CET6_CORE_1840	decay	v. 使腐朽，使腐烂	n. 衰退, 腐败 / v. (使)衰退, (使)腐败	di'kei
CET6_CORE_188	decent	adj. 体面的	a. 有分寸的, 得体的, 大方的	'di:sәnt
CET6_CORE_190	decline	v. 拒绝	n. 衰退, 跌落, 下降 / vt. 使降低, 婉谢 / vi. 下降, 衰落, 偏斜	di'klain
CET6_CORE_1264	decorative	adj. 装饰的；可作装饰的	a. 装饰性的	'dekәreitiv
CET6_CORE_2489	dedicate	v. 奉献；献身	vt. 献出, 贡献	'dedikeit
CET6_CORE_887	deduction	n. 扣款	n. 减除, 扣除, 减除额, 推论 / [医] 演绎, 推论	di'dʌkʃәn
CET6_CORE_2310	deepen	v. （使色泽等）加浓	vi. 深化 / vt. 使加深, 使强烈	'dipәn
CET6_CORE_2933	default	n. 不履行义务； v. 不履行义务	n. 违约, 不履行责任, 缺席, 默认值 / v. 疏怠职责, 缺席, 拖欠, 默认 / [计] 默认; 默认值; 缺省值	di'fɒ:lt
CET6_CORE_3585	defeat	n&vt. 战胜， 挫败	n. 败北, 失败 / vt. 击败, 使落空	di'fi:t
CET6_CORE_193	defensive	adj. 防守的，防御的	a. 防卫的, 防备用的, 自卫的 / n. 守势, 防卫姿势, 防卫物	di'fensiv
CET6_CORE_3410	definitely	adv. 一定地， 明确地	adv. 明确无疑地, 清楚地	'definitli
CET6_CORE_1076	deforestation	n. 砍伐森林	n. 采伐森林, 森林开伐 / [法] 砍伐森森	di:.fɒ:ri'steiʃәn
CET6_CORE_1754	deform	v. 损坏…的形状	vt. 使残缺, 使变形 / vi. 变形	di'fɒ:m
CET6_CORE_196	defy	v. 违背，违抗	vt. 藐视, 挑衅, 使落空 / n. 挑战	di'fai
CET6_CORE_1835	degrade	v. 使降低；使堕落	v. (使)降级, (使)退化	di'greid
CET6_CORE_198	delicate	adj. 精细的，细微的	a. 细致优雅的, 微妙的, 美味的 / [医] 柔弱的	'delikәt
CET6_CORE_3438	delusion	n. 欺骗； 哄骗	n. 迷惑, 欺瞒, 错觉 / [医] 妄想	di'lu:ʒәn
CET6_CORE_3903	demonstrate	v. 说明， 论证； 表露	vt. 示范, 证明 / vi. 示威	'demәnstreit
CET6_CORE_960	demonstration	n. 展示；游行	n. 示范, 实证 / [医] 示教, 实物教授	.demәn'streiʃәn
CET6_CORE_1791	dependant	n. 受赡养者	n. 家眷, 侍从, 食客 / [法] 受赡养人, 家庭负担	di'pendәnt
CET6_CORE_1435	derivation	n. 引出；起源；衍生	n. 推论, 推导, 来历 / [医] 衍化, 诱导	.deri'veiʃәn
CET6_CORE_205	derive	v. 获得	vt. 得自 / vi. 起源	di'raiv
CET6_CORE_3651	describe	v. 形容， 描写； 画出	vt. 描述, 描绘, 画	di'skraib
CET6_CORE_2357	desolate	adj. 荒芜的；孤独的	a. 荒凉的	'desәlәt
CET6_CORE_3084	despise	v. 鄙视， 看不起	vt. 轻视	di'spaiz
CET6_CORE_3099	despite	prep. 不管， 不顾	n. 轻视, 憎恨 / prep. 虽然, 尽管	di'spait
CET6_CORE_1725	dessert	n. 甜点心	n. 餐后甜点	di'zә:t
CET6_CORE_2505	detach	v. 分开；派遣（军队）	vt. 使分离, 分遣 / [机] 摘下, 分离, 卸下	di'tætʃ
CET6_CORE_1750	detail	n. 琐碎，小事	n. 细节, 详情 / vt. 详述, 选派 / vi. 画详图 / [计] 详细数据	'di:teil
CET6_CORE_2537	detector	n. 发觉者，探测器	n. 发现者, 检验器, 检波器 / [计] 检波器; 检测器	di'tektә
CET6_CORE_3415	devote	v. 将…奉献给， 把…专用	vt. 投入于, 献身	di'vәut
CET6_CORE_1569	devotion	n. 献身，热诚，专心	n. 热爱, 投入	di'vәuʃәn
CET6_CORE_2053	difficult	adj. 难以满足的	a. 困难的	'difikәlt
CET6_CORE_2691	dine	v. 吃饭	vi. 用正餐, 进餐 / vt. 宴请	dain
CET6_CORE_1515	directory	n. 姓名地址录	n. 目录, 工商名录, 指南 / [计] 目录	di'rektәri
CET6_CORE_3065	disable	v. 丧失能力， 伤残	vt. 使失去能力, 使残废, (律)使无资格 / [计] 使无效, 禁止, 关闭	dis'eibl
CET6_CORE_1365	disastrous	adj. 灾难性的；悲惨的	a. 损失惨重的, 悲伤的	di'zɑ:strәs
CET6_CORE_874	discern	v. 识别	v. 辨别, 看清楚, 了解	di'zә:n
CET6_CORE_221	discipline	n. 学科	n. 训练, 纪律 / vt. 训练, 惩罚	'disiplin
CET6_CORE_2284	discourse	n. 讲话，演说，讲道	n. 谈话, 演讲 / vi. 谈话, 讲述	'diskɒ:s
CET6_CORE_3431	discrete	adj. 分离的， 不相关联的	a. 不连续的, 离散的 / [计] 离散的	dis'kri:t
CET6_CORE_1002	discrimination	n. 歧视	n. 差别, 岐视, 辨别力 / [化] 鉴别	dis.krimi'neiʃәn
CET6_CORE_224	disengagement	n. 分离，疏离感	n. 分开, 空闲, 解脱 / [医] 解脱(分娩)	.disin'geidʒmәnt
CET6_CORE_3012	disguise	v. 假扮，化装，伪装；掩盖，掩饰； n. 用来伪装的东西； 伪装， 掩饰	n. 假面目, 假装 / vt. 假装, 隐瞒	dis'gaiz
CET6_CORE_3881	dismantle	v. 拆开， 拆卸	vt. 拆除...的设备, 分解, 去除覆盖物	dis'mæntl
CET6_CORE_226	dismiss	v. 忽视	vt. 解散, 开除, 解职 / vi. 解散 / [计] 解散	dis'mis
CET6_CORE_2326	disorder	n. 疾病，小病	n. 杂乱, 混乱 / vt. 扰乱, 使失调	dis'ɒ:dә
CET6_CORE_1028	displace	v. 取代	vt. 移置, 替换, 转移	dis'pleis
CET6_CORE_1451	displacement	n. 移置；免职；置换	n. 换置, 移位, 移动, 取代 / [化] 顶替展开法	dis'pleismәnt
CET6_CORE_3175	disposable	adj. 可任意使用的； n. 一次性物品， 不回收物品	a. 可任意处理的 / [法] 可任意处理或处置的, 可自由使用的	dis'pәuzәbl
CET6_CORE_228	disproportionately	adv. 比例不均地，不成比例地	adv. 不匀称, 不相称	
CET6_CORE_3434	disrupt	v. 使中断； 扰乱	a. 分裂的, 中断的 / vt. 使分裂, 使瓦解	dis'rʌpt
CET6_CORE_2265	dissolve	v. 解除（婚约等）	v. 溶解, 解散	di'zɒlv
CET6_CORE_1069	distinction	n. 区分	n. 区别	dis'tiŋkʃәn
CET6_CORE_230	distinctive	adj. 与众不同的	a. 有特色的, 出众的	di'stiŋktiv
CET6_CORE_1814	distinguish	v. 使显出特色，使杰出	v. 区别, 辨别	dis'tiŋgwiʃ
CET6_CORE_233	diverse	adj. 各种各样的	a. 不同的, 变化多的	dai'vә:s
CET6_CORE_237	dividend	n. 分红，红利	n. 被除数, 股利 / [计] 被除数	'dividend
CET6_CORE_1082	division	n. 分歧	n. 分, 分开, 除法, 部门(如部、处、系等), 师 / [计] 部分	di'viʒәn
CET6_CORE_1691	dizzy	adj. 头晕眼花的，眩晕的	a. 晕眩的, 眼花缭乱的 / vt. 使晕眩	'dizi
CET6_CORE_238	documentary	n. 纪录片	n. 记录片 / a. 文件的	.dɒkju'mentәri
CET6_CORE_1370	dome	n. 圆屋顶，拱顶	n. 圆顶 / vt. 加圆顶 / vi. 成圆顶状	dәum
CET6_CORE_1696	dominant	adj. 统治的； n. 主因	a. 占优势的, 支配的 / [医] 优性的, 显性的	'dɒminәnt
CET6_CORE_241	dominate	v. 主导，主宰	v. 支配, 占优势	'dɒmineit
CET6_CORE_242	donor	n. 捐赠者	n. 捐赠人 / [化] 给体; 供体	'dәunә
CET6_CORE_3802	drag	v. 拖，拉；迫使，硬拉；拖着脚步走； n. 累赘； 一吸， 一抽	n. 拖, 拖累 / v. 拖累, 拖拉, 沉重缓慢地走, 拖动 / [计] 拖动	dræg
CET6_CORE_2869	drain	v. （水等）流掉	n. 排水沟, 消耗, 排水 / vt. 排出, 喝光, 耗尽 / vi. 排水, 流干	drein
CET6_CORE_3450	dramatic	adj. 引人注目的， 激动人心的； 戏剧的	a. 戏剧性的, 生动的	drә'mætik
CET6_CORE_244	dramatically	adv. 大幅度地；戏剧性地	adv. 戏剧地, 引人注目地, 突然地	drә'mætikli
CET6_CORE_1672	drawback	n. 妨碍；弊端	n. 缺点, 退税 / [法] 退款, 退税	'drɒ:bæk
CET6_CORE_3125	dread	v. 担忧，忧虑；惧怕； n. 担忧， 畏惧	n. 恐惧, 可怕的人(或事) / a. 可怕的, 可怖的 / v. 恐惧, 害怕	dred
CET6_CORE_247	dropout	n. 辍学	n. 退学学生, 中途退学 / [电] 离去	'drɒpaut
CET6_CORE_249	drown	v. 溺水	vi. 淹死 / vt. 把...淹死, 淹没	draun
CET6_CORE_2461	dry	adj. 干巴巴的，枯燥的	a. 干的, 无酒的, 枯燥无味的, 干燥的 / vt. 把...弄干 / vi. 变干 / n. 干, 干涸	drai
