id	word	definition_cn	ecdict_translation	ecdict_phonetic
IELTS_2643	attendant	n. 服务员；仆人	n. 随从, 侍者, 出席者 / a. 侍候的, 伴随的, 出席的, 在场的	ә'tendәnt
IELTS_5267	award	n. 奖；评判；	n. 奖品, 裁定, 判决 / vt. 授予, 给予	ә'wɒ:d
IELTS_2227	be	auxiliary verb. at； auxiliary verb. odds； auxiliary verb. with； sb与. 有争执	v. 是, 表示, 在 / [计] 后端, 总线允许	bi:
IELTS_4578	beam	v. 面露喜色； 发射电波， 播送； n. 束；梁；笑容，喜色	n. 横梁, 杆, 光线, 容光焕发 / vi. 用梁支承, 微笑, 射出光线 / vt. 照耀, 感到欣喜 / [计] 束	bi:m
IELTS_4882	benevolent	adj. 善心的， 仁心的	a. 善意的, 慈善的	bi'nevәlәnt
IELTS_4299	beyond	prep. 在…较远的一边； 超出， 除…之外	prep. 超过, 在那一边, 迟于 / adv. 在远处 / n. 更远处	bi'jɒnd
IELTS_3750	bilingual	adj. 两种语言的	a. 双语的	bai'liŋgwәl
IELTS_4506	binoculars	n. 双筒望远镜	n. 双目镜, 双筒镜 / [机] 双目镜	bi'nɒkjulәs
IELTS_5121	biometrics	n. 生物测定学	n. 生物统计学 / [医] 生物统计学, 寿命预测(平均余命算定)	baiәu'metriks
IELTS_5100	bit	n. 少许； 小片； 小块	n. 少量, 马嚼子, 辅币 / vt. 给马上嚼子, 控制 / bite的过去式和过去分词 / [计] 比特, 二进制数位, 机内测试	bit
IELTS_4812	bizarre	adj. 奇形怪状的； 怪诞的	a. 奇异的	bi'zɑ:
IELTS_4086	board	n. 板； 委员会	n. 木板, 甲板, 膳食, 会议桌 / vt. 乘船, 供膳食, 用板覆盖 / vi. 搭伙 / [计] 板	bɒ:d
IELTS_4529	booming	adj. 发展迅速的； 激增的	a. 急速发展的 / [经] 暴涨的, 大受欢迎的	'bu:miŋ
IELTS_3783	booth	n. 小房间； 公用电话亭； 售货棚	n. 亭, 摊棚 / [经] 货摊, 电话间	bu:θ
IELTS_4467	boulder	n. 大石头； 鹅卵石	n. 大圆石 / [机] 圆石, 漂石	'bәuldә
IELTS_4403	bouncing	adj. 健壮的， 茁壮的	a. 跳跃的, 巨大的, 活泼的 / [经] 由于资金不足而拒付支票	'baunsiŋ
IELTS_5258	briefcase	n. 公文包	n. 公事包	'bri:fkeis
IELTS_4793	briefly	adv. 暂时地； 简要地	adv. 简短地, 扼要地, 简明地, 简单地	'brifli
IELTS_4439	bulk	n. 大量； 大批	n. 大小, 体积, 大块, 大多数 / vt. 显得大, 显得重要	bʌlk
IELTS_4622	bump into	n. 无意中遇到、碰到	偶然遇见	
IELTS_5137	bunch	v. 集中， 挤在一起； 使成一束； n. 群，伙；束，串，捆	n. 串, 束 / [医] 骨肿块(马)	bʌntʃ
IELTS_3983	bureau	n. 办公室； 机构； 局； 处； 所	n. 局, 办公处 / [经] 局, 司, 处	'bjuәrәu
IELTS_4143	burgeon	v. 迅速成长； 发展	n. 芽, 嫩枝 / v. 萌芽, 发芽	'bә:dʒәn
IELTS_4997	burrow	v. 挖掘，钻进；翻寻； n. 地洞	n. 洞穴, 藏身处 / vi. 掘洞穴, 躲藏 / vt. 掘, 打洞	'bʌrәu
IELTS_4361	cafeteria	n. 自助餐馆； 自助食堂	n. 自助餐厅 / [经] 自助餐厅	.kæfi'tiәriә
IELTS_4963	calf	n. 牛犊； 崽， 幼兽	n. 小牛, 小牛皮, 腓肠 / [医] 腓肠	kɑ:f
IELTS_4825	calorie	n. 卡， 大卡	n. 卡路里（热量单位）	'kælәri
IELTS_4768	campaign	v. 参加活动；	n. 战役, 运动, 竞选运动 / vi. 参加运动, 作战	kæm'pein
IELTS_5266	cap	n. 〔对物件起保护作用的〕罩，盖，套； v. 限制〔尤指金钱〕	n. 盖子, 帽子 / vt. 戴帽子, 覆盖, 胜过 / vi. 脱帽致意 / [计] 调用程序分析, 容量, 代码分析程序, 计算机辅助生产, 计算机辅助印刷	kæp
IELTS_957	capsule	n. 荚；装一剂药的小囊；密封舱	n. 胶囊, 蒴果, 瓶帽, 航天舱 / [化] 胶囊剂	'kæpsju:l
IELTS_3499	carousel	n. 行李式传送带	n. 竞技比武大会	kә'rauzәl
IELTS_1762	cassette	n. 磁带盒；照相软片盒	n. 盒式磁带, 珠宝箱, 暗盒 / [计] 字盒	kæ'set
IELTS_1763	cast	n&v. 投，掷，抛；铸造；扮演角色	n. 演员阵容, 投掷, 铸件, 预测, 特性 / vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算 / vi. 投, 计算, 浇铸成型	kɑ:st. kæst
IELTS_2650	catch	v. 抓；接球；逮住；赶(车)	n. 捕捉, 陷阱, 捕捉之物, 抓, 拉手 / vt. 捕捉, 赶上, 感染, 听清楚 / vi. 抓住, 燃着	kætʃ
IELTS_2651	catching	adj. 传染性的	a. 易传染的, 有魅力的, 吸引人的	'kætʃiŋ
IELTS_2653	cater	v. 供应伙食；提供娱乐节目	v. 提供饮食及服务, 投合, 迎合	'keitә
IELTS_2655	Catholic	n. 天主教教徒	n. 天主教徒 / a. 天主教的, 普遍的, 广泛的, 宽宏大量的	'kæθәlik
IELTS_2659	cavity	n. 洞	n. 洞, 空穴, 腔 / [化] 空穴	'kæviti
IELTS_4257	cavort	v. 欢跃， 跳跃； 嬉戏	vi. 腾跃	kә'vɒ:t
IELTS_3512	celestial	adj. 天体的， 天上的	a. 天的, 天国的, 天空的 / [法] 天的, 天空的, 天国的	si'lestjәl
IELTS_71	census	n. 人口调查	n. 户口普查 / vt. 实施统计调查	'sensәs
IELTS_74	cereal	n. 各类粮食	n. 谷类食品, 谷类植物 / a. 谷类的	'siәriәl
IELTS_4570	chain	n. 链，链条；一连串，一系列；； v. 用链条拴住	n. 链, 枷锁, 束缚 / vt. 用铁练锁住, 束缚, 囚禁	tʃein
IELTS_87	characterize	v. 表示的特征	vt. 描绘...的特性, 刻划...的性格	'kærәktәraiz
IELTS_3575	chest	n. 胸； 金库， 资金	n. 胸, 胸部, 衣柜, 箱子 / [医] 胸, 胸廓	tʃest
IELTS_980	choke	v. 闷塞，压抑，闷死	vt. 窒息, 阻塞, 噎, 抑制 / vi. 窒息, 阻塞, 噎 / n. 窒息, 噎, 阻气门	tʃәuk
IELTS_1764	chop	n&v. 砍，劈；剁	n. 肋条肉, 排骨, 砍, 戳记, 商标 / vt. 剁碎, 砍, 切击, 割断 / vi. 砍, 突然转向	tʃɒp
IELTS_1765	chord	n. 弦，和弦	n. 弦, 和音 / [医] 索, 带	kɒ:d
IELTS_1766	chore	n. 日常工作；琐碎烦人的杂务	n. 零工, 家务 / [经] 零工	tʃɒ:
IELTS_1771	chunk	n. 厚块	n. 大块, 矮胖的人(或物) / [经] 定样	tʃʌŋk
IELTS_3617	cinematography	n. 电影摄影术	n. 电影制片术 / [医] [外科手术]电影照相术	.sinәmә'tɒgrәfi
IELTS_1781	clamp	n&v. 螺丝钳，用钳夹；取缔	n. 夹钳 / vt. 夹紧, 强加	klæmp
IELTS_2672	click	vi&n. 咔嗒一声	n. 咔哒声, 啪嗒声 / vi. 作咔哒声 / vt. 使发咔哒声 / [计] 单击	klik
IELTS_2675	cling	v. 抱紧，坚守	vi. 粘紧, 附着, 紧贴, 坚持	kliŋ
IELTS_4373	cloakroom	n. 衣帽间； 〈英〉洗手间	n. 寄物间	'klәukrum
IELTS_2679	closet	n. 小储藏室	n. 壁橱, 小室 / a. 秘密的, 空谈的 / vt. 把...关入小室	'klɒzit
IELTS_99	coed	n. 男女同校的学生	n. 女大学生 / [计] 代码的	'kәu'ed
IELTS_983	colossal	adj. 庞大的	a. 巨大的, 巨像似的	kә'lɒsәl
IELTS_984	column	n. 柱; 柱状物；书报上的栏；纵列	n. 专栏, 圆柱, 纵队, 列, 柱形物 / [计] 列, 柱形图	'kɒlәm
IELTS_4306	comb	v. 梳理； 搜寻， 彻底搜查； n. 梳子；蜂巢；肉冠，冠状物	n. 头梳, 鸡冠 / vt. 梳头发, 梳毛 / vi. (浪)涌起	kәum
IELTS_1786	comet	n. 慧星	n. 彗星	'kɒmit
IELTS_1790	commend	v. 委托保管；称赞	vt. 嘉奖, 委托给, 推荐	kә'mend
IELTS_1796	commitment	n. 所承诺之事	n. 委托, 交押, 承担义务, 赞助 / [医] 院禁	kә'mitmәnt
IELTS_2682	commotion	n. 混乱，动乱	n. 骚动, 暴乱 / [医] 震荡	kә'mәuʃәn
IELTS_2685	commuter	n. 乘公交车辆上下班者	n. 乘公共车辆上下班者, 月季票乘客 / [经] 非(当地)居民	kә'mju:tә
IELTS_3934	companion	n. 共事者； 同伴	n. 朋友, 陪伴, 指南, 升降口围罩 / vt. 陪伴	kәm'pænjәn
IELTS_2698	competitive	adj. 比赛的	a. 竞争的 / [经] 竞争的	kәm'petitiv
IELTS_112	compliance	n. 遵守，依从	n. 遵从, 顺从, 屈从 / [化] 柔顺; 顺应	kәm'plaiәns
IELTS_114	complication	n. 结构复杂，麻烦	n. 复杂化, 复杂情况 / [医] 并发症, 并发病	.kɒmpli'keiʃәn
IELTS_117	component	n. 组成部分；零件	n. 元件, 组件, 成分 / a. 组成的, 构成的 / [计] 组件	kәm'pәunәnt
IELTS_122	comprise	n. (止血用)敷布	vt. 包含, 构成	kәm'praiz
IELTS_4159	computerize	v. 使计算机化； 用计算机做； 用计算机储存	vt. 用电脑处理, 使电脑化 / [经] 给...装备电脑, 用电脑计算	kәm'pju:tәraiz
IELTS_3717	conductive	adj. 能传导电的， 导电的	a. 传导性的, 有传导力的, 传导的 / [机] 传导性的	kәn'dʌktiv
IELTS_5108	congested	adj. 拥挤不堪的； 充塞的	a. 拥挤的, 堵塞的 / [医] 充血的	kәn'dʒestid
IELTS_1810	conscientious	adj. 认真的，诚心诚意的	a. 有责任心的, 负责的, 本着良心的 / [法] 凭良心做的, 有道德感的	.kɒnʃi'enʃәs
IELTS_1816	consequent	adj. 随之发生的	n. 随后发生的事情, 结果 / a. 作为结果的, 合乎逻辑的	'kɒnsikwәnt
IELTS_4132	consequently	adv. 因此， 因而	adv. 所以	'kɒnsikwәntli
IELTS_2709	conspicuous	adj. 明显的，引人注目的	a. 显著的, 显眼的, 出众的	kәn'spikjuәs
IELTS_4547	continually	adv. 连续地， 持续地	adv. 不断地, 频繁地	kәn'tinjuәli
IELTS_142	continuity	n. 继续性	n. 连续性 / [化] 连续性	.kɒnti'nju:iti
IELTS_4345	cord	n. 线； 带	n. 绳索, 束缚 / [医] 索, 带	kɒ:d
IELTS_1020	cordial	adj. 热诚的，衷心的	n. 兴奋剂, 补品 / a. 热忱的, 诚恳的, 有兴奋作用的	'kɒ:djәl
IELTS_1827	cosy	adj. 温暖而舒适的，安逸的	a. 温暖舒适的 / n. 保暖套	
IELTS_1834	counterpart	n. 对应的物或人	n. 副本, 复本, 配对物, 相应物 / [经] 副本, 正副二份中之一	'kauntәpɑ:t
IELTS_4228	counterproductive	adj. 产生相反效果的， 适得其反的	a. 反生产的；使达不到预期目标的	.kauntәprә'dʌktiv
IELTS_5157	county	n. 郡， 县	n. 县, 郡	'kaunti
IELTS_1839	coward	n. 胆怯者，懦夫	n. 懦弱的人, 胆小的人	'kauәd
IELTS_161	crumble	v. 弄碎，灭亡，消失	v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落	'krʌmbl
IELTS_169	culminate	v. 使达高潮，使结束	vi. 到绝顶, 达于极点, 达到高潮 / vt. 使到绝顶, 使达到高潮	'kʌlmineit
IELTS_1031	cupboard	n. 碗橱	n. 食橱, 碗柜, 餐具柜	'kʌpbɒ:d
IELTS_1032	curb	n&v. 勒马的皮带；控制，约束	n. 抑制, 勒马绳, 边石 / vt. 抑制, 束缚, 勒住	kә:b
IELTS_1034	curl	n. 卷毛；卷发； v. 使卷曲	n. 拳曲, 鬈发 / vt. 弄卷 / vi. 拳曲, 弯曲	kә:l
IELTS_4959	curly	adj. 卷曲的， 波浪式的	a. 拳曲的, 卷毛的, 弯曲的	'kә:li
IELTS_3724	curry	n. 咖喱，	n. 咖哩粉, 咖哩饭菜 / vt. 用咖哩粉调味, 用马梳梳, 制革	'kʌri. 'kә:ri
IELTS_1039	curtail	v. 截短，削减	vt. 缩减, 剥夺, 简略 / [法] 剥夺特权	kә:'teil
IELTS_1046	cute	adj. 漂亮的，逗人喜爱的	a. 可爱的, 聪明的, 伶俐的 / [医] 品他病	kju:t
IELTS_1842	cutting	n. 开凿出来的公路，铁路；剪报； adj. 锋利的	n. 切断, 切下, 路堑 / [化] 切屑	'kʌtiŋ
IELTS_1848	dart	n. 标，镖； v. 投掷； v. 急冲	n. 飞镖, 投射 / vt. 投射 / vi. 疾走, 突进	dɑ:t
IELTS_2745	decay	vi&n. 腐朽，腐烂，衰微	n. 衰退, 腐败 / v. (使)衰退, (使)腐败	di'kei
IELTS_2747	decent	adj. 正当的，合适的；文雅的，尚可的	a. 有分寸的, 得体的, 大方的	'di:sәnt
IELTS_5127	decouple	v. 减弱， 减少	[计] 去耦, 退耦, 分离	di'kʌpl
IELTS_2759	dedicate	v. 奉献，供奉，题献(著作)	vt. 献出, 贡献	'dedikeit
IELTS_177	defeat	vt&n. 打败，战胜	n. 败北, 失败 / vt. 击败, 使落空	di'fi:t
IELTS_187	definitive	adj. 决定的，明确的；最后的	n. 限定词 / a. 限定的, 决定性的	di'finitiv
IELTS_188	deflate	v. 使(轮胎)瘪下去 降低重要性	vt. 放气, 抽出空气, 使缩小 / vi. 缩小	di'fleit
IELTS_192	defy	v. 公然反抗，蔑视，拒绝服从	vt. 藐视, 挑衅, 使落空 / n. 挑战	di'fai
IELTS_1054	delirium	n. 神智昏迷，说胡话；极度兴奋	n. 精神错乱, 说谵语状态, 狂热 / [医] 谵妄, 发狂, 妄想	di'liriәm
IELTS_1056	delude	v. 欺骗；哄骗	vt. 迷惑, 蛊惑	di'lu:d
IELTS_4919	demographic	adj. 人口统计学的； 人口的	a. 人口统计的 / [法] 人口统计的, 人口学的	.demә'græfik
IELTS_1059	demolish	v. 拆毁；废除；驳倒	vt. 毁坏, 破坏, 粉碎	di'mɒliʃ
IELTS_1062	denomination	n. 命名 取名 单位	n. 名称, 教派, 面额 / [经] 票面金额, 名称, (度量衡)	di.nɒmi'neiʃәn
IELTS_1861	depletion	n. 取尽，用尽	n. 消耗, 耗尽, 放血 / [医] 排除, 缺失(液体), 衰竭[状态](由于缺液)	di'pli:ʃәn
IELTS_1862	deplore	"vt. 哀悼, 非难"	vt. 悲悼, 哀叹, 对...深感遗憾	di'plɒ:
IELTS_3459	deploy	v. 部署； 使用， 运用	v. 展开, 配置	di'plɒi
IELTS_1868	derelict	adj. 被抛弃的	a. 被抛弃了的, 无主的, 玩忽职守的 / n. 遗弃物, 被遗弃的人, 玩忽职守者	'derilikt
IELTS_1872	description	n. 描写，描绘，叙述	n. 描述, 说明, 种类 / [经] 说明书(物品), 品名种类, 货物名称	di'skripʃәn
IELTS_1876	designate	v. 把定名为，指派，标出	vt. 指定, 指明, 称呼 / a. 已选出而未上任的	'dezigneit
IELTS_203	desirable	adj. 值得弄到手的，吸引人的	a. 令人想望的, 可取的	di'zairәbl
IELTS_204	desolate	adj. 荒芜的； adj. 无人居住的； adj. 孤寂的； v. 使荒芜	a. 荒凉的	'desәlәt
IELTS_2764	despise	v. 鄙视，看不起	vt. 轻视	di'spaiz
IELTS_2769	detach	v. 使分开；拆卸；派遣	vt. 使分离, 分遣 / [机] 摘下, 分离, 卸下	di'tætʃ
IELTS_2777	detest	v. 痛恨, 憎恶"	vt. 厌恶, 憎恨	di'test
IELTS_4455	detract	v. 去掉， 减损	vi. 减去, 贬低 / vt. 转移, 分散	di'trækt
IELTS_205	devastate	v. 破坏，蹂躏	vt. 毁坏 / [法] 使荒废, 毁灭, 掠夺	'devәsteit
IELTS_3676	deviance	n. 异常； 偏常行为	[法] 越轨行为	
IELTS_197	devote	v. 把奉献给	vt. 投入于, 献身	di'vәut
IELTS_1069	dilapidated	adj. 破旧的，坍坏的	a. 破坏的；荒废的, 要塌似的	di'læpideitid
IELTS_1072	diligent	adj. 勤奋的	a. 勤勉的, 用功的	'dilidʒәnt
IELTS_1074	dim	adj. 暗的，看不清楚的，迟钝的； v. 变暗淡	a. 暗淡的, 模糊的 / vt. 使暗淡 / [计] 数据解释模块	dim
IELTS_1080	dip	n&v. 蘸湿；斜坡；短时间游泳	v. 浸, 降下, 把(手、勺等)伸入, 舀取 / n. 浸, 涉猎 / [计] 双列直插式组件, 分布式输入输出系统, 双排直插封装	dip
IELTS_1085	disable	v. 使无能力，使伤残	vt. 使失去能力, 使残废, (律)使无资格 / [计] 使无效, 禁止, 关闭	dis'eibl
IELTS_4352	disappointing	adj. 令人失望的	a. 使失望的, 期待落空的, 令人沮丧的	.disә'pɒintiŋ
IELTS_1087	disaster	n. 灾难，祸患	n. 灾祸, 不幸, 彻底失败	di'zɑ:stә
IELTS_1878	discern	v. 看出，辨出	v. 辨别, 看清楚, 了解	di'zә:n
IELTS_3433	discourage	v. 使泄气， 使灰心； 阻止， 劝阻	vt. 使气馁, 阻碍	dis'kʌridʒ
IELTS_4338	discourteous	adj. 无礼的， 粗鲁的	a. 失礼的, 无礼貌的	dis'kә:tjәs
IELTS_1884	discreet	adj. 谨慎的，思虑两全的	a. 小心的, 慎重的	dis'kri:t
IELTS_1885	discrete	adj. 分离的，不相关联的	a. 不连续的, 离散的 / [计] 离散的	dis'kri:t
IELTS_5134	discretion	n. 判断力； 谨慎， 审慎； 明智	n. 慎重, 辨别力, 考虑, 处理权 / [法] 有决定权的	dis'kreʃәn
IELTS_3604	disempower	v. 使失去权力或影响	vt.& vi. 使自信心降低	dɪsɪm'paʊər
IELTS_4582	disenchantment	n. 失望， 不抱幻想	n. 觉醒, 清醒	ˌdɪsɪn'tʃɑ:ntmənt
IELTS_4451	disfigure	v. 使毁容， 使变丑	vt. 毁损...的外形, 玷污, 损害, 毁损...的容貌 / [法] 损毁容颜, 破相	dis'fi^ә
IELTS_4543	disposable	adj. 一次性的； 可动用的	a. 可任意处理的 / [法] 可任意处理或处置的, 可自由使用的	dis'pәuzәbl
IELTS_5135	disruption	n. 动乱； 打乱； 破坏	n. 分裂, 崩溃, 瓦解	dis'rʌpʃәn
IELTS_4736	dissatisfied	adj. 不满意的， 不满足的	a. 不满的, 显出不满的	
IELTS_2790	distinction	n. 差别，区分；卓著，荣誉	n. 区别	dis'tiŋkʃәn
IELTS_2793	distract	v. 分散(注意力等)	vt. 转移, 分心, 使发狂	dis'trækt
IELTS_2795	distress	n&vt. 悲痛，忧伤；贫苦；危难	n. 苦恼, 贫困, 痛苦 / vt. 使苦恼 / a. 亏本出售的	di'stres
IELTS_2798	disturbance	n. 打扰，骚动	n. 扰乱, 不安, 忧虑 / [化] 扰动; 干扰; 失调	dis'tә:bәns
IELTS_2800	diverse	adj. 多种多样的	a. 不同的, 变化多的	dai'vә:s
IELTS_2802	divert	v. 转向	vt. 转移, 使欢娱 / vi. 转移	dai'vә:t
IELTS_215	dividend	n. 红利，股息	n. 被除数, 股利 / [计] 被除数	'dividend
IELTS_217	dizzy	adj. 使人头晕的，眩晕的	a. 晕眩的, 眼花缭乱的 / vt. 使晕眩	'dizi
IELTS_4826	doctorate	n. 博士学位	n. 博士头衔	'dɒktәrit
IELTS_220	dodge	v. 躲闪，躲开	v. 避开, 躲避 / n. 诡计, 躲藏	dɒdʒ
IELTS_221	dole	n. 施舍，悲哀	n. 救济品, 失业救济金 / vt. 发放救济	dәul
IELTS_223	dome	n. 圆屋顶	n. 圆顶 / vt. 加圆顶 / vi. 成圆顶状	dәum
IELTS_5129	download	v. 下载	[计] 卸载, 下栽	
IELTS_1090	downtown	a&ad. 在城市的商业区	n. 市中心区 / a. 市中心的 / adv. 往闹市区	'daun'taun
IELTS_1091	doze	vi&n. 打盹儿，小睡	vi. 打瞌睡, 假寐 / vt. 打瞌睡度过 / n. 瞌睡	dәuz
IELTS_1097	drawback	n. 障碍；不利	n. 缺点, 退税 / [法] 退款, 退税	'drɒ:bæk
IELTS_1099	dreadful	adj. 令人担心的，遭透的	a. 可怕的	'dredful
IELTS_4333	drum	n. 鼓， 鼓状物	n. 鼓, 鼓声 / vi. 击鼓, 作鼓声 / vt. 打鼓奏出 / [计] 磁鼓	drʌm
IELTS_1110	dubious	adj. 半信半疑的	a. 可疑的, 不确定的	'dju:biәs
IELTS_1111	due	adj. 应支付的，正当的，预定应到的(to)，由于	n. 应得的东西, 应付款 / a. 到期的, 应得的, 应付的, 约定的	dju:
IELTS_1915	eclipse	n&v. [天](日，月)蚀	n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色	i'klips
IELTS_3439	ecliptic	n. 【天】	n. 黄道 / a. 黄道的, 食的	i'kliptik
IELTS_4607	eco-friendly	adj. 环保的	a. 对生态环境友好的, 不妨害生态环境的	
IELTS_1922	edge	n. 加；边界； v. 给加上边，徐徐移动	n. 边缘, 尖锐, 刀刃, 优势 / vt. 使锐利, 挤进, 镶边 / vi. 缓缓移动	edʒ
