id	word	definition_cn	phonetic_uk	phonetic_us	ecdict_translation	ecdict_phonetic	ecdict_definition
GRE_7774	accountability	n. 有责任	/əˌkauntə'bɪləti/	/ə,kaʊntə'bɪləti/	n. 负有责任, 可说明性 / [化] 衡算计量	ә.kauntә'biliti	n. responsibility to someone or for some activity
GRE_8110	accredit	v. 授权	/ə'kredɪt/	/ə'krɛdɪt/	vt. 信托, 确认, 归结于, 委派 / [经] 发行信用证, 信托, 委托	ә'kredit	v. grant credentials to / v. provide or send (envoys or embassadors) with official credentials / v. ascribe an achievement to
GRE_5701	accretion	n. 增长	/ə'kriːʃ(ə)n/	/ə'kriʃən/	n. 自然增大, 添加, 添加物, 连生 / [化] 停滞堆积	æ'kri:ʃәn	n. an increase by natural growth or addition / n. something contributing to growth or increase / n. (astronomy) the formation of a celestial object by the effect of gravity pulling together surrounding objects and gases
GRE_9567	accustom	v. 使习惯	/ə'kʌstəm/	/ə'kʌstəm/	vt. 使习惯于	ә'kʌstәm	v make psychologically or physically used (to something)
GRE_3984	acedia	n. 懒惰, 绝望	/ə'siːdɪə/	/ə'sidɪə/	n. 倦怠, 漠然 / [医] 淡漠忧郁症	ә'si:diә	n apathy and inactivity in the practice of virtue (personified as one of the deadly sins)
GRE_4615	acerbity	n. 涩, 酸, 刻薄	/ə'sɜːbətɪ/	/ə'sɝbəti/	n. 涩, 酸, 尖刻 / [化] 涩度	ә'sә:biti	n. a sharp bitterness / n. a sharp sour taste
GRE_2511	acorn	n. [植]橡树果, 橡子	/'eɪkɔːn/	/'ekɔrn/	n. 橡树果实 / [机] 浆栎, 浆栎果	'eikɒ:n	n. fruit of the oak tree: a smooth thin-walled nut in a woody cup-shaped base
GRE_5188	acquaintance	n. 相识, 熟人	/ə'kweɪnt(ə)ns/	/ə'kwentəns/	n. 认识, 相识者	ә'kweintәns	n. personal knowledge or information about someone or something / n. a relationship less intimate than friendship / n. a person with whom you are acquainted
GRE_8857	acquit	v. 宣告无罪； 脱卸义务和责任； 还清	/ə'kwɪt/	/ə'kwɪt/	vt. 无罪释放, 表现, 使履行 / [法] 开释, 释放, 免	ә'kwit	v. pronounce not guilty of criminal charges
GRE_5368	acquittal	n. 宣判无罪	/ə'kwɪtəl/	/ə'kwɪtl/	n. 履行, 无罪开释 / [经] (债务的)清偿	ә'kwitәl	n. a judgment of not guilty
GRE_1763	acrimonious	adj. 严厉的, 辛辣的	/,ækrɪ'məʊnɪəs/	/,ækri'məunjəs/	a. 尖刻的, 讥讽的, 激烈的	ækri'mәunjәs	s. marked by strong resentment or cynicism
GRE_5425	acrimony	n. 言谈举止上的刻毒, 讽刺, 毒辣	/'ækrɪmənɪ/	/ækrɪmoni/	n. 严厉, 尖刻 / [医] 辛辣	'ækrimәni	n a rough and bitter manner
GRE_5787	acronym	n. 只取首字母的缩写词	/'ækrənɪm/	/'ækrənɪm/	n. 首字母缩拼词, 首字母组合词 / [计] 字首组合词	'ækrәunim	n. a word formed from the initial letters of the several words in the name
GRE_788	adamant	adj. 坚硬的	/'ædəm(ə)nt/	/'ædəmənt/	n. 坚硬的东西 / a. 非常坚硬的, 坚强的, 固执的	'ædәmәnt	s. impervious to pleas, persuasion, requests, reason; she would have none of him"- W.Churchill
GRE_8821	addict	v. 沉溺； 上瘾	/'ædɪkt/	/'ædɪkt (for n.); əˈdɪkt (for v.)/	vt. 使沉溺, 使上瘾 / n. 入迷的人, 上瘾者	ә'dikt	n. someone who is so ardently devoted to something that it resembles an addiction / n. someone who is physiologically dependent on a substance; abrupt deprivation of the substance produces withdrawal symptoms / v. to cause (someone or oneself) to become dependent (on something, especially a narcotic drug)
GRE_2848	addiction	n. 沉溺, 上瘾	/ə'dɪkʃ(ə)n/	/ə'dɪkʃən/	n. 入迷, 瘾 / [医] 瘾, 癖嗜	ә'dikʃәn	n. being abnormally tolerant to and dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs) / n. an abnormally strong craving / n. (Roman law) a formal award by a magistrate of a thing or person to another person (as the award of a debtor to his creditor); a surrender to a master
GRE_7715	additive	n. 添加剂	/'ædətɪv/	/'ædətɪv/	a. 添加的, 附加的, 加法的, 累积的 / n. 添加物	'æditiv	n. something added to enhance food or gasoline or paint or medicine / a. characterized or produced by addition
GRE_9557	adhesive	adj. 黏着的，带黏性的； n. 黏合剂	/əd'hiːsɪv/	/əd'hisɪv/	a. 粘着的, 涂有粘性物质的 / n. 粘合剂, 橡皮膏	әd'hi:siv	a. tending to adhere
GRE_189	adjutant	adj. 补助的	/'ædʒʊt(ə)nt/	/'ædʒʊtənt/	n. 助手, 副官 / a. 辅助的	'ædʒutәnt	n. an officer who acts as military assistant to a more senior officer
GRE_1417	adroit	adj. 熟练的, 机捷的	/ə'drɒɪt/	/ə'drɔɪt/	a. 灵巧的, 敏捷的, 聪明的	ә'drɒit	a. quick or skillful or adept in action or thought
GRE_7696	adulatory	adj. 奉承的	/'ædʒələtɔːrɪ/	/'ædʒələ,tori/	a. 谄媚的, 过分称赞的	'ædjuleitәri	s. obsequiously complimentary
GRE_7506	advantage	v. 有利于， 有益于； n. 利益，益处	/əd'væntɪdʒ/	/əd'væntɪdʒ/	n. 优点, 便利, 好处, 优势 / vt. 有助于	әd'vɑ:ntidʒ	n. the quality of having a superior or more favorable position / n. (tennis) first point scored after deuce / n. benefit resulting from some event or action / v. give an advantage to
GRE_2267	advent	n. (尤指不寻常的人或事)出现, 到来	/advent/	/advent/	n. 来到, 来临	'ædvәnt	n. arrival that has been awaited (especially of something momentous) / n. the season including the four Sundays preceding Christmas
GRE_1425	adynamic	adj. 衰弱的	/adynamic/	/adynamic/	a. 无力的 / [医] 动力缺失的, 无力的	ædai'næmik	s. lacking strength or vigor
GRE_1240	affectionate	adj. 亲爱的, 挚爱的	/ə'fekʃ(ə)nət/	/ə'fɛkʃənət/	a. 深情的, 充满情爱的	ә'fekʃәnәt	s. having or displaying warmth or affection
GRE_8420	affiliate	v. 使隶属于； 追溯…的来源； 联合； n. 成员， 附属机构	/ə'fɪlɪeɪt/	/ə'fɪlɪet/	vt. 使紧密联系, 使附属, 接纳, 收养 / vi. 发生联系, 参加	ә'filieit	n. a subordinate or subsidiary associate; a person who is affiliated with another or with an organization / n. a subsidiary or subordinate organization that is affiliated with another organization / v. join in an affiliation
GRE_8493	affordable	adj. 负担得起的	/ə'fɔːrdəbl/	/ə'fɔrdəbl/	[计] 普及型		s that you have the financial means for
GRE_9354	agape	adj&adv. 大张着的	/ə'geɪp/	/ə'ɡep/	a. 张口发呆的, 目瞪口呆的 / adv. 张口发呆地, 目瞪口呆地	ә'geip	n. (Christian theology) the love of God or Christ for mankind / n. selfless love of one person for another without sexual implications (especially love that is spiritual in nature) / n. a religious meal shared as a sign of love and fellowship
GRE_644	aggressive	adj. 好斗的, 敢作敢为的, 有闯劲的, 侵略性的	/ə'gresɪv/	/ə'ɡrɛsɪv/	a. 侵略的, 挑畔的, 进取的 / [法] 侵略的, 爱挑衅的, 行为过火的	ә'gresiv	a. having or showing determination and energetic pursuit of your ends; positive in his convictions" / s. tending to spread quickly / s. characteristic of an enemy or one eager to fight
GRE_8638	aggrieve	v. 使受委屈， 使痛苦	/ə'griːv/	/ə'griv/	vt. 使委屈, 使悲痛, 侵害 / [法] 侵害, 使悲痛, 使委屈	ә'gri:v	v. infringe on the rights of
GRE_754	agitated	adj. 激动的,表现不安的	/'ædʒɪteɪtɪd/	/'ædʒɪtetɪd/	a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的 / [医] 激越的	'ædʒiteitid	a. troubled emotionally and usually deeply / a. physically disturbed or set in motion
GRE_1714	agog	adj. 兴奋的, 热切的	/ə'gɒg/	/ə'ɡɔɡ/	a. 兴奋着的, 急切的 / adv. 急切地, 渴望	ә'gɒg	s. highly excited
GRE_7321	agoraphobic	n&adj. 患旷野恐惧症的	/ˌægərə'foubɪk/	/,æɡərə'fobɪk/	a. 广场恐怖的, 旷野恐怖的, 恐旷症的, 陌生环境恐怖的	,æ^әrә'fәjbik	s. suffering from agoraphobia; abnormally afraid of open or public places
GRE_8969	ague	n. 冷颤， 发冷	/'eɪgjuː/	/'egjʊ/	n. 疟疾, 打冷颤 / [医] 疟[疾], 疟状发热; 寒战	'eigju:	n. a fit of shivering or shaking / n. successive stages of chills and fever that is a symptom of malaria
GRE_1416	alienated	adj. 疏离的	/'eiljəneitid/	/'eljənetɪd/	a. 疏远的；被疏远的		s. socially disoriented / s. caused to be unloved
GRE_8771	allay	v. 减轻， 缓和	/ə'leɪ/	/ə'le/	vt. 使平静, 使缓和	ә'lei	v lessen the intensity of or calm / v satisfy (thirst)
GRE_2821	alligator	n. 产于美洲的鳄鱼	/'ælɪgeɪtə/	/'ælɪɡetɚ/	n. 短吻鳄 / [机] 两栖装甲车	'æligeitә	n. leather made from alligator's hide / n. either of two amphibious reptiles related to crocodiles but with shorter broader snouts / v. crack and acquire the appearance of alligator hide, as from weathering or improper application; of paint and varnishes
GRE_9017	amaze	v. 使大为吃惊， 使惊奇	/ə'meɪz/	/ə'mez/	vt. 使吃惊	ә'meiz	v. affect with wonder
GRE_701	ambidextrous	adj. 怀有二心的, 非常灵巧的	/,æmbɪ'dekstrəs/	/'æmbə'dɛkstrəs/	a. 两手俱利的, 搞两面派的 / [医] 两手同利的	.æmbi'dekstrәs	a. equally skillful with each hand / s. marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another
GRE_5770	ambivalence	n. 正反感情并存	/æm'bɪv(ə)l(ə)ns; æm'bɪvəl(ə)ns; æm'bɪvələns/	/æm'bɪvələns/	n. 矛盾情绪 / [医] 矛盾情绪(两种情感互相冲突)	æm'bivәlәns	n. mixed feelings or emotions
GRE_6630	amble	v. 缓行, 溜蹄	/'æmb(ə)l/	/'æmbl/	n. 马的缓行步态, 缓行漫步 / vi. 马缓行, 从容漫步	'æmbl	n. a leisurely walk (usually in some public place) / v. walk leisurely
GRE_2270	amnesty	n. (尤指对反政府政治犯的)特赦	/'æmnɪstɪ/	/'æmnəsti/	n. 大赦, 赦免	'æmnisti	n. a period during which offenders are exempt from punishment / n. the formal act of liberating someone / v. grant a pardon to (a group of people)
GRE_1958	amoral	adj. 与道德无关的, 超道德的	/eɪ'mɒr(ə)l/	/'e'mɔrəl/	a. 不属于道德范畴的, 无从区分是非的	ei'mɒrәl	
GRE_6109	amortize	v. 分期清偿	/ə'mɔ:taɪz/	/'æmɚtaɪz/	vt. 摊还, 摊销, 分期偿还 / [法] 把不动产让与, 转让, 分期偿还	ә'mɒ:taiz	v. liquidate gradually
GRE_6966	amputate	v. 切除(手臂,腿等)	/'æmpjʊteɪt/	/'æmpjutet/	vt. 切断, 删除	'æmpjuteit	v. remove surgically
GRE_9823	amuse	v. 使愉快， 逗某人笑	/ə'mjuːz/	/ə'mjuz/	vt. 消遣, 娱乐, 使发笑	ә'mju:z	v. occupy in an agreeable, entertaining or pleasant fashion / v. make (somebody) laugh
GRE_8014	analgesia	n. 无痛觉， 痛觉丧失	/ˌænəl'dʒiːʒə/	/'ænl'dʒiʒə/	n. 止痛, 痛觉缺失 / [医] 痛觉缺失, 无痛法, 止痛法	.ænæl'dʒi:zjә	n. absence of the sense of pain without loss of consciousness
GRE_1497	anguished	adj. 痛苦的, 苦恼的	/'æŋgwɪʃt/	/'æŋɡwiʃt/	a. 极度痛苦的	'æŋgwiʃt	s. experiencing intense pain especially mental pain
GRE_1156	anonymous	adj. 匿名的	/ə'nɒnɪməs/	/ə'nɑnəməs/	a. 姓氏不详的, 无名的, 无特色的 / [计] 无记录	ә'nɒnimәs	a. having no known name or identity or known source / s. not known or lacking marked individuality
GRE_3142	antagonism	n. 对抗(状态), 对抗性	/æn'tæg(ə)nɪz(ə)m/	/æn'tæɡənɪzəm/	n. 对立, 敌对, 敌意 / [化] 拮抗作用; 消效作用	æn'tægәnizm	n. the relation between opposing principles or forces or factors / n. an actively expressed feeling of dislike and hostility / n. (biochemistry) interference in or inhibition of the physiological action of a chemical substance by another having a similar structure
GRE_7989	antagonize	v. 使…敌对； 与…对抗	/æn'tægənaɪz/	/æn'tæɡənaɪz/	vt. 使对抗, 使敌对, 反对 / vi. 引起反抗	æn'tægәnaiz	v. provoke the hostility of / v. act in opposition to
GRE_2688	antedate	n. 比正确日期早的日期	/æntɪ'deɪt; 'æntɪdeɪt/	/,æntɪ'det/	vt. 先于, 前于 / [经] 提前日期(比实际毋早的日期)	'ænti,deit	v be earlier in time; go back further / v establish something as being earlier relative to something else
GRE_1965	anticipatory	adj. 预料的, 预想的	/æn'tɪsɪpə,t(ə)rɪ/	/æn'tɪsəpə,tori/	a. 期待着的, 先行的, 提早发生的 / [计] 先行	æn'tisipeitәri	s. in anticipation
GRE_7659	anticlimactic	adj. 突减的	/ˌæntiklaɪ'mæktɪk/	/,æntɪklaɪ'mæktɪk/	a. 突降法的, 虎头蛇尾的	'æntiklai'mæktik	a. of or relating to a sudden change from an impressive to a ludicrous style / a. coming after the climax especially of a dramatic or narrative plot
GRE_3564	antics	n. 滑稽的动作, 古怪的姿态	/'æntɪks/	/'æntɪks/	n. 滑稽动作, 古怪姿态	'æntiks	n a ludicrous or grotesque act done for fun and amusement / v act as or like a clown
GRE_1474	antipathetic	adj. 讨厌的, 嫌恶的, 格格不入的	/,æntɪpə'θetɪk/	/æn,tɪpə'θɛtɪk/	a. 生来厌恶的, 怀有反感的, 引起反感的 / [化] 相憎的	.æntipә'θetik	s. (usually followed by `to') strongly opposed
GRE_2026	antithetic	adj. 正相反的, 对立的	/antithetic/	/antithetic/	[计] 对偶	,ænti'θetik	s. sharply contrasted in character or purpose
GRE_2970	aorta	n. 大动脉	/eɪ'ɔːtə/	/e'ɔrtə/	n. 主动脉 / [医] 主动脉	ei'ɒ:tә	n. the large trunk artery that carries blood from the left ventricle of the heart to branch arteries
GRE_3086	apex	n. 顶点	/'eɪpeks/	/'epɛks/	n. 顶, 尖端, 最高潮 / [医] 尖, 尖端	'eipeks	n. the point on the celestial sphere toward which the sun and solar system appear to be moving relative to the fixed stars
GRE_1556	apocryphal	adj. 伪经的,假冒的	/ə'pɒkrɪf(ə)l/	/əˈpɒkrəfəl/	a. 伪的, 不足凭信的	ә'pɔkrif(ә)l	s. being of questionable authenticity / a. of or belonging to the Apocrypha
GRE_3595	apoplectic	n. 患中风者	/,æpə'plektɪk/	/,æpə'plɛktɪk/	n. 中风病人 / a. 中风的, 有中风迹象的	.æpәu'plektik	a. pertaining to or characteristic of apoplexy
GRE_4686	apostrophe	n. 省略符号, 呼语	/ə'pɒstrəfɪ/	/ə'pɑstrəfi/	n. 撇号, 呼语法	ә'pɒstrәfi	n. address to an absent or imaginary person / n. the mark (') used to indicate the omission of one or more letters from a printed word
GRE_6208	appal	v. 惊骇	/ə'pɔːl/	/ə'pɔl/	vt. 使惊骇, 使吓坏	ә'pɒ:l	v strike with disgust or revulsion / v fill with apprehension or alarm; cause to be unpleasantly surprised
GRE_1636	appealing	adj. 吸引人的, 哀诉似的, 恳求似的	/ə'piːlɪŋ/	/əˈpiːlɪŋ/	a. 有感染力的, 动人的, 恳求的	ә'pi:liŋ	a. able to attract interest or draw favorable attention
GRE_3586	appeasement	n. 缓和	/ə'piːzm(ə)nt/	/ə'pizmənt/	n. 抚慰, 缓解, 平息, 姑息 / [法] 缓和:缓静, 安抚	ә'pi:zmәnt	n. the act of appeasing (as by acceding to the demands of)
GRE_1404	apposite	adj. 适当的	/'æpəzɪt/	/'æpəzɪt/	a. 贴切的, 合适的	'æpәuzit	s. being of striking appropriateness and pertinence
GRE_1920	apprehensive	adj. 有理解力的	/æprɪ'hensɪv/	/,æprɪ'hɛnsɪv/	a. 惴惴不安的, 敏悟的, 知晓的	.æpri'hensiv	s. quick to understand / s. mentally upset over possible misfortune or danger etc / s. in fear or dread of possible evil or harm
GRE_9755	approaching	adj. 接近的， 逼近的	/ə'proutʃɪŋ/	/ə'protʃ/	v. 进场；侵入；接近（approach的ing形式）		s. of the relatively near future
GRE_2574	arabesque	n. 阿拉伯式图饰, 蔓藤花纹	/,ærə'besk/	/,ærə'bɛsk/	n. 阿拉伯式花饰	.ærә'besk	n. position in which the dancer has one leg raised behind and arms outstretched in a conventional pose / n. an ornament that interlaces simulated foliage in an intricate design
GRE_5823	arbiter	n. 仲裁者, 判优器	/'ɑːbɪtə/	/'ɑrbɪtɚ/	n. 仲裁人, 裁决者, 公断人 / [计] 判优程序	'ɑ:bitә	n. someone with the power to settle matters at will / n. someone chosen to judge and decide a disputed issue
GRE_4642	archer	n. 射手, 弓术家, [天]人马星座	/'ɑːtʃə/	/'ɑrtʃɚ/	n. 弓箭手, 射箭运动员	'ɑ:tʃә	n. a person who is expert in the use of a bow and arrow
GRE_9768	archetypally	adv. 典型地	/'ɑːrki'taɪpəli/	/'ɑːrki'taɪpəli/	adv. archetype的变形		adv. With reference to the archetype; originally. "Parts /    archetypally distinct."
GRE_9438	archive	n. 档案室	/'ɑːrkaɪv/	/'ɑrkaɪv/	vt. 把...存档 / n. 档案馆, 档案文件 / [计] 挡案库, 存档	'ɑ:kaiv	n. a depository containing historical records and documents / v. put into an archive
GRE_7906	arid	adj. 干旱的； 枯燥的	/'ærɪd/	/'ærɪd/	a. 干燥的, 不毛的	'ærid	s. lacking sufficient water or rainfall / s. lacking vitality or spirit; lifeless
GRE_6267	arrogate	v. 冒称	/'ærəgeɪt/	/'ærəɡet/	vt. 没来由地把...归属于, 僭取 / [法] 冒称具有, 僭取, 侵占	'ærәugeit	v. make undue claims to having
GRE_7237	artistry	n. 艺术技巧	/'ɑːrtɪstri/	/'ɑrtɪstri/	n. 艺术性	'ɑ:tistri	n a superior skill that you can learn by study and practice and observation
GRE_1204	artless	adj. 朴实的	/'ɑːtlɪs/	/'ɑrtləs/	a. 无虚饰的, 单纯的, 自然的	'ɑ:tlis	a. simple and natural; without cunning or deceit / s. showing lack of art / s. (of persons) lacking art or knowledge
GRE_7297	askance	adv. 斜视地	/ə'skæns/	/ə'skæns/	adv. 怀疑地, 斜眼看	ә'skæns	s. (used especially of glances) directed to one side with or as if with doubt or suspicion or envy / r. with suspicion or disapproval / r. with a side or oblique glance
GRE_8329	aspen	n. 白杨	/'æspən/	/'æspən/	n. 山杨 / a. 山杨的, 颤抖的	'æspәn	n. any of several trees of the genus Populus having leaves on flattened stalks so that they flutter in the lightest wind
GRE_4032	asphalt	n. 沥青	/'æsfælt; -əlt/	/'æsfɔlt/	n. 柏油 / a. 用柏油铺成的 / vt. 以柏油铺	'æsfælt	n. mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing / n. a dark bituminous substance found in natural beds and as residue from petroleum distillation; consists mainly of hydrocarbons / v. cover with tar or asphalt
GRE_5594	aspirant	n. 有抱负者, 有野心者	/ə'spaɪər(ə)nt; 'æsp(ɪ)r-/	/ə'spaɪərənt/	n. 怀抱大志者, 野心家 / a. 上进的, 有野心的	ә'spairәnt	n. an ambitious and aspiring young person / s. desiring or striving for recognition or advancement
GRE_7532	assessment	n. 估价， 评价	/ə'sesmənt/	/ə'sɛsmənt/	n. 评估, 估定, 评定的款额 / [化] 评估	ә'sesmәnt	n. an amount determined as payable / n. the market value set on assets
GRE_8378	assorted	adj. 各式各样的； 混杂的	/ə'sɔːrtəd/	/ə'sɔrtəd/	a. 各种各样的, 分类的	ә'sɒ:tid	s. consisting of a haphazard assortment of different kinds / s. of many different kinds purposefully arranged but lacking any uniformity
GRE_9510	astound	v. 使震惊	/ə'staund/	/ə'staʊnd/	vt. 使惊骇, 使大惊	ә'staund	v affect with wonder
GRE_8505	astounding	adj. 令人震惊的	/ə'staundɪŋ/	/ə'staʊndɪŋ/	a. 令人惊骇的	ә'staundiŋ	s. bewildering or striking dumb with wonder
GRE_2117	asunder	adv. 分离, 成碎片	/ə'sʌndə/	/ə'sʌndə/	adv. 分开, 散, 碎	ә'sʌndә	s. widely separated especially in space
GRE_5663	athletics	n. 运动	/æθ'letɪks/	/æθ'lɛtɪks/	n. 体育运动	æθ'letiks	n. participation in sports events as an extracurricular activity
GRE_1620	atonal	adj. 无调的	/eɪ'təʊn(ə)l; ə-/	/e'tonl/	a. 无调性的	ei'tәunl	a. characterized by avoidance of traditional western tonality
GRE_329	atrabilious	adj. 沉闷的, 疑心的	/,ætrə'bɪlɪəs/	/'ætrə'biljəs/	a. 忧郁的, 易怒的	.ætrә'biljәs	s. irritable as if suffering from indigestion
GRE_6479	attenuate	v. 削弱	/ə'tenjʊeɪt/	/ə'tɛnjuet/	a. 纤细的, 稀薄的, 稀释的 / vt. 使减弱, 使纤细 / vi. 变稀薄, 变纤细, 减少 / [计] 衰减	ә'tenjueit	v. become weaker, in strength, value, or magnitude / s. reduced in strength
GRE_8671	attenuation	n. 变瘦； 减少； 减弱	/əˌtenju'eɪʃn/	/ə,tɛnjʊ'eʃən/	n. 变稀薄, 变纤细, 衰减 / [计] 衰减	ә.tenju'eiʃәn	n. weakening in force or intensity / n. the property of something that has been weakened or reduced in thickness or density
GRE_6736	attune	v. (为乐器)调音, 使合调, 使相合	/ə'tjuːn/	/ə'tʊn; ə'tjʊn/	vt. 为乐器调音, 使协调, 使合拍	ә'tju:n	v. adjust or accustom to; bring into harmony with
GRE_4114	auger	n. 螺丝钻	/'ɔːgə/	/'ɔgɚ/	n. 螺旋钻, 木螺钻 / [机] 木螺钻	'ɒ:gә	n. hand tool for boring holes
GRE_6188	authenticate	v. 鉴别	/ɔː'θentɪkeɪt/	/ɔ'θɛntɪket/	vt. 证明可信, 证实为真, 使具法律效力 / [法] 认证, 鉴定, 证明	ɒ:'θentikeit	v. establish the authenticity of something
GRE_7985	automated	adj. 自动的	/'ɔːtəmeɪtɪd/	/ɔtəˌmetɪd/	a. 自动化的；机械化的		s. operated by automation
GRE_7259	automation	n. 自动装置	/ˌɔːtə'meɪʃn/	/,ɔtə'meʃən/	n. 自动化, 自动操作 / [计] 自动学; 自动化	.ɒ:tә'meiʃәn	n. the act of implementing the control of equipment with advanced technology; usually involving electronic hardware / n. the condition of being automatically operated or controlled / n. equipment used to achieve automatic control or operation
GRE_6565	avert	v. 转移	/ə'vɜːt/	/ə'vɝt/	vt. 转开, 避免, 防止	ә'vә:t	v. turn away or aside
GRE_9851	avoid	v. 避开， 躲避	/ə'vɔɪd/	/ə'vɔɪd/	vt. 避免, 防止, 撤消 / [法] 避免, 回避, 躲开	ә'vɒid	v. stay clear from; keep away from; keep out of the way of someone or something / v. refrain from doing something
GRE_6346	avouch	v. 确保	/ə'vaʊtʃ/	/ə'vautʃ/	v. 断言, 主张, 保证, 承认	ә'vautʃ	v admit openly and bluntly; make no bones about
GRE_6019	avow	v. 承认	/ə'vaʊ/	/ə'vaʊ/	vt. 坦率承认, 断言 / [法] 公开宣称, 声明, 供认	ә'vau	v. admit openly and bluntly; make no bones about
GRE_186	avuncular	adj. 伯父的, 伯父似的	/ə'vʌŋkjʊlə/	/ə'vʌŋkjəlɚ/	a. 叔伯的, 叔伯似的	ә'vʌŋkjulә	a. resembling a uncle in kindness or indulgence / a. being or relating to an uncle
GRE_8678	awe-inspiring	adj. 令人敬畏的	/ɔːɪn'spaɪərɪŋ/	/'ɔ:in,spaiəriŋ/	a. 使人畏惧的	'ɔ:in,spaiәriŋ	s inspiring awe or admiration or wonder
GRE_5889	awl	n. 锥子, 尖钻	/ɔːl/	/ɔl/	n. 钻子, 尖锥	ɒ:l	n. a pointed tool for marking surfaces or for punching small holes
GRE_1615	azoic	adj. 无生命的, 无生命时代的	/eɪ'zəʊɪk/	/e'zoɪk/	a. 无生命痕迹的, 无生的 / [医] 无生物的	ә'zәuik	s. before the appearance of life
GRE_2987	backlog	n. 大木材, 订货	/'bæklɒg/	/'bæklɔɡ/	n. 积压待办的事务, 积压而未交付的订货, 积压的工作 / vt. 储备, 把...积压起来 / [计] 储备, 后备, 积压	'bæklɔ^	n. an accumulation of jobs not done or materials not processed that are yet to be dealt with (especially unfilled customer orders for products or services) / n. the large log at the back of a hearth fire / v. accumulate and create a backlog
GRE_8656	backslide	v. 故态复萌	/'bækslaɪd/	/,bæk'slaid/	vi. 堕落, 退步 / n. 堕落, 退步	.bæk'slaid	v drop to a lower level, as in one's morals or standards
GRE_5179	bacon	n. 咸肉, 熏肉	/'beɪk(ə)n/	/'bekən/	n. 熏猪肉 / [机] 腌肉	'beikәn	n. back and sides of a hog salted and dried or smoked; usually sliced thin and fried / n. English scientist and Franciscan monk who stressed the importance of experimentation; first showed that air is required for combustion and first used lenses to correct vision (1220-1292) / n. English statesman and philosopher; precursor of British empiricism; advocated inductive reasoning (1561-1626)
GRE_2600	ballerina	n. 芭蕾舞女	/bælə'riːnə/	/,bælə'rinə/	n. 芭蕾舞女演员	.bælә'ri:nә	n. a female ballet dancer
GRE_4629	banter	n. 善意地取笑, 逗弄	/'bæntə/	/'bæntɚ/	n. 戏谑, 嘲弄 / v. 戏弄, 开玩笑	'bæntә	n. light teasing repartee
GRE_2864	barbecue	n. 吃烤烧肉的野餐	/'bɑːbɪkjuː/	/'bɑrbɪkju/	n. 烤肉 / vt. 烤肉, 烧烤	'bɑ:bikju:	n. meat that has been barbecued or grilled in a highly seasoned sauce / n. a cookout in which food is cooked over an open fire; especially a whole animal carcass roasted on a spit / n. a rack to hold meat for cooking over hot charcoal usually out of doors
