id	word	definition_cn	phonetic_uk	phonetic_us	ecdict_translation	ecdict_phonetic	ecdict_definition
SENIOR_CORE_5536	air conditioner	n. 空调	/air conditioner/	/air conditioner/	[化] 空调器; 空气调节器		
SENIOR_CORE_5197	Alabama	n. 阿拉巴马州（美国的一个州）	/,ælə'bæmə/	/,ælə'bæmə/	n. 亚拉巴马州	.ælә'bæmә	n. a state in the southeastern United States on the Gulf of Mexico; one of the Confederate states during the American Civil War / n. a member of the Muskhogean people formerly living in what is now the state of Alabama / n. a river in Alabama formed by the confluence of the Coosa and Tallapoosa Rivers near Montgomery; flows southwestward to become a tributary of the Mobile River
SENIOR_CORE_3951	Alan Turing	n. 艾伦•图灵（英国数学家）	/Alan Turing/	/Alan Turing/	阿兰·图灵（人名）		
SENIOR_CORE_4684	alarmed	adj. 担心的；害怕的	/ə'lɑrmd/	/ə'lɑrmd/	a. 受惊的；焦虑的；惊恐的		s. experiencing a sudden sense of danger
SENIOR_CORE_4799	Alaska	n. 阿拉斯加（州）	/ə'læskə/	/ə'læskə/	n. 阿拉斯加州	ә'læskә	n. a state in northwestern North America; the 49th state admitted to the union
SENIOR_CORE_5148	Albany	n. 奥尔巴尼	/'ɔ:bəni/	/'ɔ:bəni/	n. 奥尔巴尼(美国纽约州首府)	'ɒ:lbәni	n. state capital of New York; located in eastern New York State on the west bank of the Hudson river / n. a town in southwest Georgia; processing center for peanuts and pecans
SENIOR_CORE_4159	Albert Einstein	n. 阿尔伯特•爱因斯坦（德裔美国科学家）	/Albert Einstein/	/Albert Einstein/	阿尔伯特·爱因斯坦（著名物理学家, 相对论的提出者）		
SENIOR_CORE_121	album	n. 相簿；唱片集；集邮簿；签名纪念册	/'ælbəm/	/'ælbəm/	n. 粘贴簿, 唱片套 / [医] 白色物	'ælbәm	n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc / n. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc
SENIOR_CORE_4671	all the best	n. （口语）（祝你）一切顺利	/all the best/	/all the best/	万事吉利;一路平安;一帆风顺(祝酒或送行时用语)		
SENIOR_CORE_6382	all-in-one	adj. 多功能的；几合一的	/'ɔ:lin'wʌn/	/'ɔ:lin'wʌn/	n. 一体化, 集成, 多功能女用紧身内衣; 全邦	ɔ:l in wʌn	
SENIOR_CORE_128	allergic	adj. 对…过敏的；对…极讨厌的	/ə'lɜːdʒɪk/	/ə'lɝdʒɪk/	a. 对...过敏的, 极反感的 / [医] 变应性的	ә'lә:dʒik	a. characterized by or caused by allergy / s. having an allergy or peculiar or excessive susceptibility (especially to a specific factor)
SENIOR_CORE_4693	alphabetical	adj. 字母（表）的；按字母顺序的	/ælfə'betɪk(ə)l/	/,ælfə'bɛtɪkl/	a. 依字母顺序的, 字母的	.ælfә'betikәl	a relating to or expressed by a writing system that uses an alphabet / a arranged in order according to the alphabet
SENIOR_CORE_5272	Alps	n. 阿尔卑斯山	/ælps/	/ælps/	n. 阿尔卑斯山脉 / [计] 高级线性规划系统	ælps	n. a large mountain system in south-central Europe; scenic beauty and winter sports make them a popular tourist attraction
SENIOR_CORE_152	ambiguous	adj. 模糊不清的；引起歧义的	/æm'bɪgjʊəs/	/æm'bɪɡjuəs/	a. 不明确的, 模棱两可的 / [法] 意思含糊的, 模棱两可的, 暧昧的	æm'bigjuәs	a. having more than one possible meaning / s. having no intrinsic or objective meaning; not organized in conventional patterns
SENIOR_CORE_157	among	prep. 在…中间；在…之中	/ə'mʌŋ/	/ə'mʌŋ/	prep. 在...之中	ә'mʌŋ	prep. Alt. of Amongst
SENIOR_CORE_5053	amongst	prep. 在……中间，在……之中	/ə'mʌŋst/	/ə'mʌŋst/	prep. 在...当中, 在...之间, 在...之中	ә'mʌŋst	prep. Mixed or mingled; surrounded by. / prep. Conjoined, or associated with, or making part of the /    number of; in the number or class of. / prep. Expressing a relation of dispersion, distribution, /    etc.; also, a relation of reciprocal action.
SENIOR_CORE_4863	amphibious	adj. 两栖（类）的	/æm'fɪbɪəs/	/æm'fɪbɪəs/	a. 水陆两栖的, 能两栖作战的, 陆海空军协同作战的 / [医] 两栖的	æm'fibiәs	a. relating to or characteristic of animals of the class Amphibia / a. operating or living on land and in water
SENIOR_CORE_3752	Amsterdam	n. 阿姆斯特丹（荷兰首都）	/ˈæmstəˈdæm/	/,æmstɚ'dæm/	n. 阿姆斯特丹(荷兰首都)	.æmstә'dæm	n. an industrial center and the nominal capital of the Netherlands; center of the diamond-cutting industry; seat of an important stock exchange; known for its canals and art museum
SENIOR_CORE_3784	Amy	n. 艾米（女名）	/eɪmɪ/	/'emɪ/	n. 艾米（女子名）	'eimi	n. A friend.
SENIOR_CORE_6503	analyser	n. 分析者，分析计	/'ænəlaɪzɚ/	/'ænəlaɪzɚ/	[机] 分析器, 检偏振器	'ænәlaizә	n an instrument that performs analyses
SENIOR_CORE_3944	analytical	adj. 头脑周密的	/ænə'lɪtɪk(ə)l/	/,ænə'lɪtɪkl/	a. 分析的, 善于分析的, 解析的 / [机] 分析的	.ænә'litikl	a using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles) / a of a proposition that is necessarily true independent of fact or experience
SENIOR_CORE_166	and	conj. 和，与；就；而且；但是；然后； n. (And)人名；(土、瑞典)安德	/ənd; (ə)n; ænd/	/ənd, ən,ænd/	conj. 和, 与 / [计] 与	ænd	conj. A particle which expresses the relation of connection or /    addition. It is used to conjoin a word with a word, a clause with a /    clause, or a sentence with a sentence. / conj. In order to; -- used instead of the infinitival to, /    especially after try, come, go. / conj. It is sometimes, in old songs, a mere expletive. / conj. If; though. See An, conj.
SENIOR_CORE_4821	Angel Island	n. 天使岛	/Angel Island/	/Angel Island/	[地名] 安琪儿岛 ( 美 )		
SENIOR_CORE_4374	Anglo-Saxon	n. 盎格鲁-撒克逊人； adj. 盎格鲁撒克逊时期的	/,æŋɡləu'sæksən/	/,æŋɡləu'sæksən/	n. 盎格鲁撒克逊人 / a. 盎格鲁撒克逊人的	'æŋ^lәu'sæksәn	n. a native or inhabitant of England prior to the Norman Conquest / n. a person of Anglo-Saxon (especially British) descent whose native tongue is English and whose culture is strongly influenced by English culture as in WASP for `White Anglo-Saxon Protestant' / a. of or relating to the Anglo-Saxons or their language
SENIOR_CORE_4070	announcer	n. 广播员；告知者；报幕员	/ə'naʊnsə/	/ə'naʊnsɚ/	n. 节目报告员, 宣告者	ә'naunsә	n. someone who proclaims a message publicly / n. reads news, commercials on radio or television
SENIOR_CORE_4657	annoyed	adj. 颇为生气的	/ə'nɒɪd/	/ə'nɔɪd/	a. 恼怒的；烦闷的		s. aroused to impatience or anger / s. troubled persistently especially with petty annoyances
SENIOR_CORE_5781	answer for	n. (对已产生的不良后果)负责任	/answer for/	/answer for/	符合（…需要）; 对…负责; 充当…; 许诺	ˈɑ:nsə fɔ:	
SENIOR_CORE_3885	anti-	n. [前缀]反；抗；阻	/'ænti, -tai, -tə/	/'æntaɪ/	pref. 抗, 反 / [医] 对抗, 解, 抑制, 取消	'ænti	
SENIOR_CORE_5049	anti-venom	n. 抗毒	/anti-venom/	/anti-venom/	n. 抗蛇毒素		
SENIOR_CORE_4347	apart from	n. 除……之外；此外	/apart from/	/apart from/	除了...之外		
SENIOR_CORE_5549	apologise	v. 道歉	/ə'pɒlədʒaɪz/	/ə'pɔlədʒaɪz/	vi. 道歉（等于apologize）	ә'pɔlәdʒaiz	v defend, explain, clear away, or make excuses for by reasoning / v acknowledge faults or shortcomings or failing
SENIOR_CORE_4819	apparently	adv. 据说	/ə'pærəntlɪ/	/ə'pærəntli/	adv. 表面上, 清楚地, 显然地	ә'pærәntli	r. from appearances alone
SENIOR_CORE_4500	appeal to	n. （对某人）有吸引力；（使某人）感兴趣	/appeal to/	/appeal to/	[法] 诉诸...		
SENIOR_CORE_5625	appropriately	adv. 适当地	/əˈprəʊpriətli/	/ə'proprɪ,etlɪ/	adv. 适当的, 恰如其分的, 恰当的, 合适的		r. in an appropriate manner
SENIOR_CORE_211	approve	v. 批准；赞成；为…提供证据	/ə'pruːv/	/ə'prʊv/	vt. 赞同, 核准, 为...提供证据 / vi. 赞许	ә'pru:v	v. give sanction to / v. judge to be right or commendable; think well of
SENIOR_CORE_221	are	v. 是（be的第二人称单复数现在式）； n. 公亩	/ɑː; ə/	/ɑr; ər/	be的现在时复数或第二人称单数	ɑ:	n. a unit of surface area equal to 100 square meters
SENIOR_CORE_4579	Armstrong	n. 阿姆斯特朗（姓）	/'ɑːmstrɒŋ/	/'ɑ:mstrɔŋ/	[计] 公理	'ɑ:mstrɔŋ	n. United States astronaut; the first man to set foot on the Moon (July 20, 1969) (1930-) / n. United States pioneering jazz trumpeter and bandleader (1900-1971)
SENIOR_CORE_232	arrangement	n. 布置；整理；准备	/ə'reɪn(d)ʒm(ə)nt/	/ə'rendʒmənt/	n. 排列, 整齐, 安排 / [计] 排列	ә'reindʒmәnt	n. an orderly grouping (of things or persons) considered as a unit; the result of arranging / n. an organized structure for arranging or classifying / n. the act of arranging and adapting a piece of music
SENIOR_CORE_5191	Arthur	n. 亚瑟	/'ɑ:θə/	/ˈɑːθə/	n. 亚瑟（男子名）；亚瑟王（传说中六世纪前后英国的国王, 圆桌骑士团的首领）	'ɑ:θә	n. elected vice president and became 21st President of the United States when Garfield was assassinated (1830-1886) / n. a legendary king of the Britons (possibly based on a historical figure in the 6th century but the story has been retold too many times to be sure); said to have led the Knights of the Round Table at Camelot
SENIOR_CORE_5323	Arthur Conan Doyle	n. 亚瑟.柯南道尔（1859-1930，英国医师、小说家、推理小说家，创造了私人侦探福尔摩斯的形象）	/Arthur Conan Doyle/	/Arthur Conan Doyle/	阿瑟·柯南道尔（男子名）		
SENIOR_CORE_6200	articulate	v. 清晰地表达	/ɑ:'tɪkjʊleɪt/	/ɑr'tɪkjulet/	a. 发音清晰的, 口才好的 / vt. 明白地说, 以关节连接, 使成为系统的整体	ɑ:'tikjulit	v. unite by forming a joint or joints / v. express or state clearly / a. expressing yourself easily or characterized by clear expressive language
SENIOR_CORE_5651	as a whole	n. 总的来说	/as a whole/	/as a whole/	总体上		
SENIOR_CORE_5614	as long as	n. 只要	/as long as/	/as long as/	只要...		
SENIOR_CORE_4661	as well as	n. 和；也	/as well as/	/as well as/	也, 又		
SENIOR_CORE_251	assessment	n. 评定；估价	/ə'sesmənt/	/ə'sɛsmənt/	n. 评估, 估定, 评定的款额 / [化] 评估	ә'sesmәnt	n. an amount determined as payable / n. the market value set on assets
SENIOR_CORE_5018	associate with	n. 与……联系	/associate with/	/associate with/	与…有联系,和…交往		
SENIOR_CORE_4261	astonishing	adj. 令人感到惊讶的	/ə'stɒnɪʃɪŋ/	/ə'stɑnɪʃɪŋ/	a. 令人惊讶的	ә'stɒniʃiŋ	s. so surprisingly impressive as to stun or overwhelm
SENIOR_CORE_5933	astonishment	n. 惊讶	/ə'stɒnɪʃmənt/	/ə'stɑnɪʃmənt/	n. 惊异, 惊愕, 使人惊异的事物	ә'stɒniʃmәnt	n. the feeling that accompanies something extremely surprising
SENIOR_CORE_263	at	prep. 在（表示存在或出现的地点、场所、位置、空间）；以（某种价格、速度等）；向；达；因为；朝；忙于； n. 阿特（老挝货币基本单位att）；[化]砹（极不稳定放射性元素）； abbr. 密封的（airtight）；气温（air temperature）	/æt; ət/	/æt; ət/	prep. 在, 向, 对 / [计] 地址转换器, 异常传输, 自动订票	æt	n. 100 at equal 1 kip in Laos
SENIOR_CORE_5762	at all costs	n. 不管多大代价，无论如何	/at all costs/	/at all costs/	不惜任何代价		
SENIOR_CORE_4563	at risk	n. 处境危险；遭受危险	/at risk/	/at risk/	在危险中,在危急时		
SENIOR_CORE_4987	at the mercy of	n. 受……支配	/at the mercy of/	/at the mercy of/	受...支配		
SENIOR_CORE_3904	at war	n. 处于交战状态	/at war/	/at war/	在交战状态中		
SENIOR_CORE_3930	Athens	n. 雅典（希腊首都）	/ˈæθɪnz/	/'æθɪnz/	n. 雅典(希腊首都)	'æθәns	n. the capital and largest city of Greece; named after Athena (its patron goddess) / n. a town in southeast Ohio / n. a university town in northeast Georgia
SENIOR_CORE_3932	Atlanta	n. 亚特兰大（女名；城市名）	/ætˈlæntə/	/æt'læntə/	n. 亚特兰大（美国城市）	әt'læntә	n. state capital and largest city of Georgia; chief commercial center of the southeastern United States; was plundered and burned by Sherman's army during the American Civil War / n. a siege in which Federal troops under Sherman cut off the railroads supplying the city and then burned it; 1864
SENIOR_CORE_5189	Atticus	n. 阿提斯库	/Atticus/	/Atticus/	上鼓室		
SENIOR_CORE_5265	Auckland	n. 奥克兰（新西兰北岛西北岸港口城市）	/'ɔ:klənd/	/ˈɔːklənd/	n. 奥克兰(新西兰港口)	ɒ:klәnd	n. the largest city and principal port of New Zealand
SENIOR_CORE_4857	aurochs	n. 原牛（古代欧洲野牛，已灭绝）	/'ɔːrɒks; 'aʊ-/	/'ɔrɑks/	n. 现代欧洲野牛	'ɒ:rɒks	n. large recently extinct long-horned European wild ox; considered one of the ancestors of domestic cattle
SENIOR_CORE_6311	automated	adj. 自动的	/ˈɔːtəˌmeɪtɪd/	/ɔtəˌmetɪd/	a. 自动化的；机械化的		s. operated by automation
SENIOR_CORE_4947	axe	n. 斧；斧子	/æks/	/æks/	n. 斧, 斧头 / vt. 削减(人员、经费、计划、机构等)		v. chop or split with an ax
SENIOR_CORE_5516	back and forth	n. 往返，来回	/back and forth/	/back and forth/	来回地		
SENIOR_CORE_5571	back out	n. 决定不履行(允诺的事)	/back out/	/back out/	停止不干, 食言 / [法] 收回, 不再担保, 不承认		
SENIOR_CORE_5643	backwards	adv. 由后向前地	/'bækwədz/	/'bækwɚdz/	adv. 向后	'bækwәdz	r at or to or toward the back or rear / r in a manner or order or direction the reverse of normal
SENIOR_CORE_4546	bad-tempered	adj. 脾气暴躁的；易怒的	/'bæd,tempəd/	/'bæd,tempəd/	a. 脾气不好的		s annoyed and irritable
SENIOR_CORE_312	badminton	n. 羽毛球	/'bædmɪnt(ə)n/	/'bædmɪntən/	n. 羽毛球运动	'bædmintәn	n. a game played on a court with light long-handled rackets used to volley a shuttlecock over a net
SENIOR_CORE_4076	balanced diet	n. 平衡膳食	/balanced diet/	/balanced diet/	[医] 均衡饮食		
SENIOR_CORE_4708	baleen whale	n. 须鲸	/baleen whale/	/baleen whale/	长须鲸	bəˈli:n hweil	
SENIOR_CORE_354	be	v. 是； 有，存在； 做，成为； 发生； n. (Be)人名；(缅)拜；(日)部(姓)；(朝)培；(中非)贝	/biː/	/bi/	v. 是, 表示, 在 / [计] 后端, 总线允许	bi:	v. have the quality of being; (copula, used with an adjective or a predicate noun) / v. be identical to; be someone or something / v. occupy a certain position or area; be somewhere / v. happen, occur, take place; this was during the visit to my parents' house"
SENIOR_CORE_4695	be bound to	n. 一定做……	/be bound to/	/be bound to/	肯定,必然,注定;保证做某事,有义务做某事		
SENIOR_CORE_3748	be concerned about	n. 关心；挂念	/be concerned about/	/be concerned about/	关心...		
SENIOR_CORE_4260	be content with	n. 对……满足	/be content with/	/be content with/	以...为满足		
SENIOR_CORE_4313	be famous for	n. 以……而闻名	/be famous for/	/be famous for/	因…而出名,以…着称		
SENIOR_CORE_5438	be filled with	n. 充满着	/be filled with/	/be filled with/	充满…		
SENIOR_CORE_4520	be made up of	n. 由……构成	/be made up of/	/be made up of/	由...所组成		
SENIOR_CORE_4765	be occupied with	n. 忙着做……；忙于某事物	/be occupied with/	/be occupied with/	忙于…;专注于…		
SENIOR_CORE_4596	be opposed to	n. 反对……	/be opposed to/	/be opposed to/	反对..., 与...相对		
SENIOR_CORE_4231	be satisfied with	n. 对……感到满意	/be satisfied with/	/be satisfied with/	对...感到满意		
SENIOR_CORE_5493	be up to	n. 做，从事于	/be up to/	/be up to/	胜任,达到,由…负责		
SENIOR_CORE_357	bean	n. 豆；嘴峰；毫无价值的东西； v. 击…的头部	/biːn/	/bin/	n. 豆子 / [化] 油嘴; 豆	bi:n	n. any of various edible seeds of plants of the family Leguminosae used for food / n. any of various seeds or fruits that are beans or resemble beans / n. any of various leguminous plants grown for their edible seeds and pods / v. hit on the head, especially with a pitched baseball
SENIOR_CORE_5468	bean paste	n. 豆馅	/bean paste/	/bean paste/	豆酱		
SENIOR_CORE_4998	bearing	n. 方位	/'beərɪŋ/	/'bɛrɪŋ/	n. 举止, 轴承, 忍受, 关系, 意义, 方向, 生育 / [化] 轴承	'bєәriŋ	n. relevant relation or interconnection / n. the direction or path along which something moves or along which it lies / n. dignified manner or conduct / n. a rotating support placed between moving parts to allow them to move easily
SENIOR_CORE_4174	beaver	n. 海狸	/'biːvə/	/'bivɚ/	n. 海狸(毛皮) / [机] 轻型及中型飞机加油	'bi:vә	n. the soft brown fur of the beaver / n. a full beard / n. a movable piece of armor on a medieval helmet used to protect the lower face / n. a hat made with the fur of a beaver (or similar material)
SENIOR_CORE_6318	beep	n. 哔哔声	/biːp/	/bip/	n. 短而尖的声音, 嘟 / v. 嘟嘟响	bi:p	n. a short high tone produced as a signal or warning / v. call, summon, or alert with a beeper
SENIOR_CORE_386	believe	v. 信任；料想；笃信宗教	/bɪ'liːv/	/bɪ'liv/	v. 相信	bi'li:v	v. accept as true; take to be true / v. be confident about something / v. follow a credo; have a faith; be a believer / v. credit with veracity
SENIOR_CORE_387	bell	n. 铃，钟；钟声，铃声；钟状物； v. 装钟于，系铃于	/bel/	/bɛl/	n. 铃, 钟 / [计] 响铃命令	bel	n. a hollow device made of metal that makes a ringing sound when struck / n. the sound of a bell being struck / n. (nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m. / n. the shape of a bell
SENIOR_CORE_392	bench	n. 长凳；工作台；替补队员； v. 给…以席位；为…设置条凳	/ben(t)ʃ/	/bɛntʃ/	n. 长椅子 / [机] 台	bentʃ	n. a long seat for more than one person / n. the magistrate or judge or judges sitting in court in judicial capacity to compose the court collectively / n. the reserve players on a team / n. (law) the seat for judges in a courtroom
SENIOR_CORE_394	beneath	prep. 在…之下； adv. 在下方	/bɪ'niːθ/	/bɪˈniːθ/	prep. 在...下方 / adv. 在...下方	bi'ni:θ	r in or to a place that is lower
SENIOR_CORE_4795	Bering	n. 白令海峡	/'bɛriŋ/	/'bɛriŋ/	白令(Vitus, 1680-1741, 丹麦航海家, 白令海及白令海峡的发现者)	'beriŋ	n. Danish explorer who explored the northern Pacific Ocean for the Russians and discovered the Bering Strait (1681-1741)
SENIOR_CORE_6169	beset	v. 困扰	/bɪ'set/	/bɪ'sɛt/	vt. 围绕, 使苦恼, 镶嵌	bi'set	v. assail or attack on all sides: "The zebra was beset by leopards"
SENIOR_CORE_403	between	prep. 在…之间； adv. 在中间	/bɪ'twiːn/	/bɪ'twin/	prep. 在...之间	bi'twi:n	r. in the interval / r. in between
SENIOR_CORE_5313	bind	v. 缚，绑	/baɪnd/	/baɪnd/	vt. 绑, 约束, 装订, 包扎, 使结合 / vi. 凝固, 有约束力 / [计] 赋值, 绑定	baind	n. something that hinders as if with bonds / v. create social or emotional ties / v. make fast; tie or secure, with or as if with a rope / v. wrap around with something so as to cover or enclose
SENIOR_CORE_411	bingo	n. 宾戈游戏	/'bɪŋgəʊ/	/'bɪŋɡo/	n. 宾戈(一种赌博游戏), 烈酒	'biŋgәu	n a game in which numbered balls are drawn at random and players cover the corresponding numbers on their cards
SENIOR_CORE_419	birthplace	n. 出生地	/'bɜːθpleɪs/	/'bɝθ'ples/	n. 诞生地	'bә:θpleis	n. the place where someone was born / n. where something originated or was nurtured in its early existence
SENIOR_CORE_5684	black eye	n. 打得鼻青脸肿	/black eye/	/black eye/	[医] 黑眼(眼脸皮下瘀血)		
SENIOR_CORE_5114	blast	n. 一阵（风），一股（气流）	/blɑːst/	/blæst/	n. 一阵风, 爆炸, 枯萎病 / vt. 炸, 使枯萎 / vi. 炸, 猛攻, 猛烈抨击, 枯萎	blæst	n. a very long fly ball / n. an explosion (as of dynamite) / v. make a strident sound / v. use explosives on
SENIOR_CORE_5918	blazing	adj. 酷热的；炽热的	/'bleɪzɪŋ/	/'blezɪŋ/	a. 炽燃的, 强烈的	'bleiziŋ	s. shining intensely
SENIOR_CORE_6417	blessed	adj. 令人愉快的，快乐的	/'blesɪd; blest/	/'blɛsɪd/	a. 神圣的, 受祝福的 / bless的过去式和过去分词	'blesid	a. highly favored or fortunate (as e.g. by divine grace) / s. worthy of worship / s. enjoying the bliss of heaven / s. characterized by happiness and good fortune
SENIOR_CORE_4448	blister	n. 水泡； v. （使）起泡	/'blɪstə/	/'blɪstɚ/	n. 水疱 / [化] 砂眼	'blistә	n. a flaw on a surface resulting when an applied substance does not adhere (as an air bubble in a coat of paint) / n. (botany) a swelling on a plant similar to that on the skin / n. (pathology) an elevation of the skin filled with serous fluid / v. get blistered
SENIOR_CORE_4155	block out	n. 挡住（光线）	/block out/	/block out/	遮住; 遮挡…使不被印出来; 画出…的略图;  打草样	blɔk aut	
SENIOR_CORE_5626	blond	adj. 淡黄色的；毛发及皮肤浅色的	/blɒnd/	/blɑnd/	a. 金发的 / n. 白肤碧眼金发的人	blɒnd	n. a person with fair skin and hair / n. a light grayish yellow to near white / a. being or having light colored skin and hair and usually blue or grey eyes
SENIOR_CORE_4711	blow-hole	n. （隧道的）通风口；（鲸鱼的）鼻孔	/blow-hole/	/blow-hole/	[机] 气孔		
SENIOR_CORE_6052	body-building	n. 健身运动	/body-building/	/body-building/	n. 健美运动；加强体质	'bɔdi,bildiŋ	
SENIOR_CORE_6359	bona fide	adj. 名副其实的	/,bəunə'faidi, 'bɔ:nəfaid/	/,bəunə'faidi, 'bɔ:nəfaid/	真诚地(的), 真实地(的) / [经] 真诚的	bәjnә 'faidi	In or with good faith; without fraud or deceit; real or /    really; actual or actually; genuine or genuinely; as, you must proceed /    bona fide; a bona fide purchaser or transaction.
SENIOR_CORE_444	bone	n. 骨；骨骼； v. 剔去的骨；施骨肥于	/bəʊn/	/bon/	n. 骨头, 骨, 骨制品 / vt. 剔骨 / vi. 专心致志	bәun	n. rigid connective tissue that makes up the skeleton of vertebrates / n. the porous calcified substance from which bones are made / n. a shade of white the color of bleached bones / v. remove the bones from
SENIOR_CORE_5125	booming	n. 发隆声的	/buːmɪŋ/	/'bʊmɪŋ/	a. 急速发展的 / [经] 暴涨的, 大受欢迎的	'bu:miŋ	s. very lively and profitable / s. used of the voice
SENIOR_CORE_6551	brazen out	n. 厚着脸对待	/brazen out/	/brazen out/	厚着脸皮硬挺		
SENIOR_CORE_4380	break down	n. (机器)损坏；破坏	/break down/	/break down/	毁掉, 制服, 压倒, 倒塌, 垮掉, 分解 / [化] 发生故障		
SENIOR_CORE_5833	break into	n. 闯入	/break into/	/break into/	破门而入, 侵占 / [法] 破门而入		
