id	word	definition_cn	phonetic_uk	phonetic_us	ecdict_translation	ecdict_phonetic	ecdict_definition
JUNIOR_CORE_1841	am	v. 是	/æm/	/ɛm/	be的单数第一人称 / [计] 存取管理程序, 寻址方式, 地址标记, 变址数, 调幅, 辅助存储器	æm	n a radioactive transuranic metallic element; discovered by bombarding uranium with helium atoms / n a master's degree in arts and sciences / n modulation of the amplitude of the (radio) carrier wave / v have the quality of being; (copula, used with an adjective or a predicate noun) / v be identical to; be someone or something / v occupy a certain position or area; be somewhere / v have an existence, be extant / v happen, occur, take place; this was during the visit to my parents' house" / v be identical or equivalent to / v form or compose / v work in a specific place, with a specific subject, or in a specific function / v represent, as of a character on stage / v spend or use time / v have life, be alive / v to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form / v be priced at
JUNIOR_CORE_49	among	prep. 在…中间；在…之中	/ə'mʌŋ/	/ə'mʌŋ/	prep. 在...之中	ә'mʌŋ	prep. Alt. of Amongst
JUNIOR_CORE_2463	amusement park	n. 游乐场	/amusement park/	/amusement park/	公共游乐场		
JUNIOR_CORE_51	and	conj. 和，与；就；而且；但是；然后； n. (And)人名；(土、瑞典)安德	/ənd; (ə)n; ænd/	/ənd, ən,ænd/	conj. 和, 与 / [计] 与	ænd	conj. A particle which expresses the relation of connection or /    addition. It is used to conjoin a word with a word, a clause with a /    clause, or a sentence with a sentence. / conj. In order to; -- used instead of the infinitival to, /    especially after try, come, go. / conj. It is sometimes, in old songs, a mere expletive. / conj. If; though. See An, conj.
JUNIOR_CORE_2504	Annie	n. 安妮（女名）	/Annie/	/Annie/	n. 安妮（女子名）	'æni	
JUNIOR_CORE_2297	another time	n. 其他时间，别的时间	/another time/	/another time/	下次		
JUNIOR_CORE_1502	anymore	adv. 再， 更， 还； 目前， 现在， 今后	/'eniˌmɒ:(r)/	/ɛnɪ'mɔr/	adv. 再也不, 不再	'eni'mɔ:	r. at the present or from now on; usually used with a negative
JUNIOR_CORE_2403	apart	adv. 分离，分开	/ə'pɑːt/	/ə'pɑrt/	adv. 成零碎, 成距离, 分别地, 分离着 / a. 分离的	ә'pɑ:t	s. remote and separate physically or socially / s. having characteristics not shared by others / r. separated or at a distance in place or position or time / r. not taken into account or excluded from consideration
JUNIOR_CORE_3021	apologise	v. 认错；道歉	/ə'pɒlədʒaɪz/	/ə'pɔlədʒaɪz/	vi. 道歉（等于apologize）	ә'pɔlәdʒaiz	v defend, explain, clear away, or make excuses for by reasoning / v acknowledge faults or shortcomings or failing
JUNIOR_CORE_1772	are	v. 存在， 是	/ɑːr/	/ɑr/	be的现在时复数或第二人称单数	ɑ:	n. a unit of surface area equal to 100 square meters
JUNIOR_CORE_2218	as long as	n. 只要	/as long as/	/as long as/	只要...		
JUNIOR_CORE_2372	as soon as	n. 一…就…，尽快	/as soon as/	/as soon as/	一...就		
JUNIOR_CORE_2770	as well as	n. 并且，还	/as well as/	/as well as/	也, 又		
JUNIOR_CORE_77	at	prep. 在（表示存在或出现的地点、场所、位置、空间）；以（某种价格、速度等）；向；达；因为；朝；忙于； n. 阿特（老挝货币基本单位att）；[化]砹（极不稳定放射性元素）； abbr. 密封的（airtight）；气温（air temperature）	/æt; ət/	/æt; ət/	prep. 在, 向, 对 / [计] 地址转换器, 异常传输, 自动订票	æt	n. 100 at equal 1 kip in Laos
JUNIOR_CORE_2437	at birth	n. 出生时	/at birth/	/at birth/	在出生时		
JUNIOR_CORE_2412	at first	n. 首先，最初	/at first/	/at first/	起先		
JUNIOR_CORE_2995	at that time	n. 那时候	/at that time/	/at that time/	在那时		
JUNIOR_CORE_2844	at the age of	n. 在⋯⋯岁时	/at the age of/	/at the age of/	在…年龄的时候		
JUNIOR_CORE_2264	at the beginning of	n. 起初	/at the beginning of/	/at the beginning of/	在…刚开始的时候		
JUNIOR_CORE_2911	at the bottom of	n. 在⋯⋯的底部	/at the bottom of/	/at the bottom of/	在…的底部		
JUNIOR_CORE_2953	at the end of	n. 在……的结尾；在……的末端	/at the end of/	/at the end of/	在…末尾,在…结束时		
JUNIOR_CORE_2962	at the top of	n. 在……的顶端	/at the top of/	/at the top of/	在…顶部		
JUNIOR_CORE_101	be	v. 是； 有，存在； 做，成为； 发生； n. (Be)人名；(缅)拜；(日)部(姓)；(朝)培；(中非)贝	/biː/	/bi/	v. 是, 表示, 在 / [计] 后端, 总线允许	bi:	v. have the quality of being; (copula, used with an adjective or a predicate noun) / v. be identical to; be someone or something / v. occupy a certain position or area; be somewhere / v. happen, occur, take place; this was during the visit to my parents' house"
JUNIOR_CORE_2262	be able to	n. 能够做某事	/be able to/	/be able to/	能, 会		
JUNIOR_CORE_2753	be bad for	n. 对⋯⋯有害的	/be bad for/	/be bad for/	对…有害		
JUNIOR_CORE_2799	be careful with	n. 小心（对待）⋯⋯	/be careful with/	/be careful with/	当心,注意,节省,对…十分仔细,对…精打细算		
JUNIOR_CORE_2219	be different from	n. 和...不同	/be different from/	/be different from/	与…不同,和…不一样		
JUNIOR_CORE_2870	be famous for	n. 因⋯⋯而闻名	/be famous for/	/be famous for/	因…而出名,以…着称		
JUNIOR_CORE_2752	be good for	n. 对⋯⋯有帮助的	/be good for/	/be good for/	值得, 有效		
JUNIOR_CORE_2177	be interested in	n. 对……感兴趣	/be interested in/	/be interested in/	对…很感兴趣		
JUNIOR_CORE_2252	be ready to	n. 愿意做某事	/be ready to/	/be ready to/	准备…		
JUNIOR_CORE_2718	be responsible for	n. 对...有责任；负责任	/be responsible for/	/be responsible for/	引起..., 是...的原因, 对...起作用, 构成...的一部分 / [法] 对...负责		
JUNIOR_CORE_2260	be sure about	n. 确信	/be sure about/	/be sure about/	对…有把握		
JUNIOR_CORE_3071	be surprised at	n. 对⋯⋯感到惊奇	/be surprised at/	/be surprised at/	对…惊讶		
JUNIOR_CORE_2235	be up to	n. 是…….的职责；由…….决定	/be up to/	/be up to/	胜任,达到,由…负责		
JUNIOR_CORE_3001	be worried about	n. 担心	/be worried about/	/be worried about/	为…着急		
JUNIOR_CORE_2680	bean	n. 豆；豆荚	/biːn/	/bin/	n. 豆子 / [化] 油嘴; 豆	bi:n	n. any of various edible seeds of plants of the family Leguminosae used for food / n. any of various seeds or fruits that are beans or resemble beans / n. any of various leguminous plants grown for their edible seeds and pods / v. hit on the head, especially with a pitched baseball
JUNIOR_CORE_2234	beautifully	adv. 美丽地；完美地；	/beautifully/	/beautifully/	adv. 美好地, 漂亮地	'bju:tifuli	r. in a beautiful manner
JUNIOR_CORE_2108	Becky	n. 贝姬（女名）	/'beki/	/'beki/	n. [口]上挂钩	'beki	
JUNIOR_CORE_2263	beginning	n. 开头，开端	/bɪ'gɪnɪŋ/	/bɪ'ɡɪnɪŋ/	n. 开始	bi'giniŋ	n. the event consisting of the start of something / n. the time at which something is supposed to begin / n. the first part or section of something / n. the place where something begins, where it springs into being
JUNIOR_CORE_1722	behave	v. 表现； 表现得体， 有礼貌； 运转； 起作用	/bɪ'heɪv/	/bɪ'hev/	vi. 举止端正, 行为规矩 / vt. 检点(自己的)行为, 使表现好	bi'heiv	v. behave in a certain manner / v. behave well or properly
JUNIOR_CORE_2683	believable	adj. 可相信的；可信任的	/bɪ'liːvəbl/	/bi'li:vəbl/	a. 可信的	bi'li:vәbl	a capable of being believed
JUNIOR_CORE_113	believe	v. 信任；料想；笃信宗教	/bɪ'liːv/	/bɪ'liv/	v. 相信	bi'li:v	v. accept as true; take to be true / v. be confident about something / v. follow a credo; have a faith; be a believer / v. credit with veracity
JUNIOR_CORE_114	bell	n. 铃，钟；钟声，铃声；钟状物； v. 装钟于，系铃于	/bel/	/bɛl/	n. 铃, 钟 / [计] 响铃命令	bel	n. a hollow device made of metal that makes a ringing sound when struck / n. the sound of a bell being struck / n. (nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m. / n. the shape of a bell
JUNIOR_CORE_2671	Bert	n. 伯特（男名）	/Bert/	/Bert/	n. 伯特（男子名, 等于Burt）	b\\:t	
JUNIOR_CORE_1442	better	adv. 更， 更好地； adj. 更好的；有好转的	/'betə(r)/	/'bɛtɚ/	a. 较好的 / adv. 比较好	'betә	n. something superior in quality or condition or effect / n. a superior person having claim to precedence / n. the superior one of two alternatives / v. surpass in excellence
JUNIOR_CORE_118	between	prep. 在…之间； adv. 在中间	/bɪ'twiːn/	/bɪ'twin/	prep. 在...之间	bi'twi:n	r. in the interval / r. in between
JUNIOR_CORE_2384	big deal	n. 重要的事	/big deal/	/big deal/	n. [美国俚语]名人, 要人, 要员, 大人物; [轻蔑语, 常用作反语, 表示不赞同]了不起的事, 极其重大的事	biɡ di:l	
JUNIOR_CORE_2549	Billy	n. 比利（男名）	/Billy/	/Billy/	n. 警棍, 伙伴	'bili	n. male goat
JUNIOR_CORE_2897	bite	v. (bit) 咬；叮	/baɪt/	/baɪt/	n. 咬, 一口 / v. 咬, 刺痛, 穿透	bait	n. a wound resulting from biting by an animal or a person / n. a light informal meal / n. (angling) an instance of a fish taking the bait / n. the act of gripping or chewing off with the teeth and jaws
JUNIOR_CORE_2947	black-and-white	adj. 黑白的	/'blækən'hwait/	/'blækən'hwait/	a. 白纸黑字的, 黑白混合的	'blækәn'hwait	a. lacking hue or shades of grey; part white and part black / a. not having or not capable of producing colors / s. of a situation that is sharply divided into mutually exclusive categories
JUNIOR_CORE_2147	blonde	adj. 金黄色的	/blɒnd/	/blɑnd/	a. (头发)亚麻色的, 淡色的, 白肤金发碧眼的, 白里透红的, 白皙的, 淡黄色的 / n. 肤色白皙的金发女人	blɔnd	n a person with fair skin and hair / n a light grayish yellow to near white / a being or having light colored skin and hair and usually blue or grey eyes
JUNIOR_CORE_2552	blouse	n. （女士）短上衣；衬衫	/'blaʊz/	/blaʊs/	n. 宽松的上衣	blauz	n. a top worn by women
JUNIOR_CORE_2159	blow out	n. 吹灭	/blow out/	/blow out/	吹熄, 爆裂 / [经] 井喷, 井喷险		
JUNIOR_CORE_2482	board game	n. 棋类游戏	/board game/	/board game/	n. 用棋盘玩的游戏	bɔ:d ɡeim	
JUNIOR_CORE_2479	bread maker	n. 面包机	/bread maker/	/bread maker/	n. 制面包机	bred ˈmeɪkə	
JUNIOR_CORE_2719	Brian	n. 布莱恩（男名）	/'braɪən/	/'braɪən/	n. 布莱恩（男子名）	'braiәn	
JUNIOR_CORE_2220	bring out	n. 拿出；推出	/bring out/	/bring out/	使显示, 出版, 说出 / [经] 包销人公开出售新证券		
JUNIOR_CORE_2608	Britain	n. ( Great Britain) 大不列颠	/'brɪt(ə)n/	/'brɪtn/	n. 英国	'britәn	n a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom
JUNIOR_CORE_2989	broad	adv. 在国外；到国外	/brɔːd/	/brɔd/	a. 宽广的, 辽阔的, 广大的, 显著的 / adv. 宽阔地 / n. 宽阔部分	brɒ:d	n. slang term for a woman / s. not detailed or specific / s. lacking subtlety; obvious / s. being at a peak or culminating point
JUNIOR_CORE_2365	broken	adj. 破损的，残缺的	/'brəʊk(ə)n/	/'brokən/	a. 坏掉的, 打破的, 断掉的 / break的过去分词	'brәukәn	a. physically and forcibly separated into pieces or cracked or split / a. not continuous in space, time, or sequence or varying abruptly / s. subdued or brought low in condition or status / a. (especially of promises or contracts) having been violated or disregarded
JUNIOR_CORE_2037	burger	n. (hamburger)汉堡包	/burger/	/burger/	n. 汉堡包（等于hamburger）	'bә:ɡә	n. United States jurist appointed chief justice of the United States Supreme Court by Richard Nixon (1907-1995)
JUNIOR_CORE_1470	bush	n. 灌木， 灌木丛	/buʃ/	/buʃ/	n. 矮树丛 / [化] 管衬	buʃ	n. a large wilderness area / n. 43rd President of the United States; son of George Herbert Walker Bush (born in 1946) / n. United States electrical engineer who designed an early analogue computer and who led the scientific program of the United States during World War II (1890-1974) / n. vice president under Reagan and 41st President of the United States (born in 1924)
JUNIOR_CORE_2579	by mistake	n. 错误地；无意中	/by mistake/	/by mistake/	由于差错		
JUNIOR_CORE_167	bye	int. 再见； n. 轮空；次要的东西； adj. 次要的	/baɪ/	/baɪ/	interj. 再会, 回头见 / [计] 结束命令	bai	n. you advance to the next round in a tournament without playing an opponent
JUNIOR_CORE_1741	cage	n. 笼子	/keɪdʒ/	/kedʒ/	n. 笼, 牢房, 战俘营 / vt. 关进笼内	keidʒ	n. an enclosure made or wire or metal bars in which birds or animals can be kept / n. something that restricts freedom as a cage restricts movement / n. United States composer of avant-garde music (1912-1992) / n. the net that is the goal in ice hockey
JUNIOR_CORE_2644	Cali	n. 卡利（哥伦比亚城市）	/'kɑ:li/	/'kɑ:li/	abbr. 中国照明电器协会（China Association of Lighting Industry）	'kɑ:li	n. city in southwestern Colombia in a rich agricultural area
JUNIOR_CORE_3105	call off	n. 取消；决定终止	/call off/	/call off/	叫走, 放弃, 使转移走, 依次叫名		
JUNIOR_CORE_2454	cannibal	n. 食人肉者	/'kænɪb(ə)l/	/'kænəbl/	n. 食人者, 吃同类的动物 / a. 食同类的, 吃人肉的	'kænibәl	n. a person who eats human flesh
JUNIOR_CORE_2217	care about	n. 关心	/care about/	/care about/	担心		
JUNIOR_CORE_2613	Carla	n. 卡拉（女名）	/Carla/	/Carla/	n. 卡拉（女子名）	'kɑ:lә	
JUNIOR_CORE_2633	Carmen	n. 卡门（女名）	/Carmen/	/Carmen/	n. 卡门（女子名）	'kɑ:men	
JUNIOR_CORE_189	cat	n. 猫，猫科动物	/kæt/	/kæt/	n. 猫, 恶妇 / vi. 呕吐 / 计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版 / [计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试	kæt	n. feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats / n. a spiteful woman gossip / v. beat with a cat-o'-nine-tails
JUNIOR_CORE_3103	catch up	n. 赶上	/'kætʃʌp/	/'kætʃʌp/	把...很快拾起, 把...缠住 / [计] 抓取程序		
JUNIOR_CORE_3029	cave	n. 洞穴	/keɪv/	/kev/	n. 洞, 穴 / vi. 凹陷, 塌落 / vt. 挖洞, 使凹陷, 损坏...的基础	keiv	n. a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea / v. hollow out as if making a cave or opening / v. explore natural caves
JUNIOR_CORE_2196	Central Park	n. 中央公园	/Central Park/	/Central Park/	中央公园（位于美国纽约）		
JUNIOR_CORE_2320	certainly	adv. 当然，肯定	/ˈsəːt(ə)nli/	/'sɝtnli/	adv. 确定地	'sә:tәnli	r definitely or positively (`sure' is sometimes used informally for `surely')
JUNIOR_CORE_2692	chain	n. 链子；链条	/tʃeɪn/	/tʃen/	n. 链, 枷锁, 束缚 / vt. 用铁练锁住, 束缚, 囚禁	tʃein	n. a series of things depending on each other as if linked together / n. (chemistry) a series of linked atoms (generally in an organic molecule) / n. a series of (usually metal) rings or links fitted into one another to make a flexible ligament / n. (business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership
JUNIOR_CORE_2225	cheaply	adv. 廉价地；	/cheaply/	/cheaply/	adv. 便宜地	'tʃipli	r. in a cheap manner / r. with little expenditure of money
JUNIOR_CORE_2481	check out	n. 察看，观察	/check out/	/check out/	付帐后离开, 检查, 符合要求, 通过 / [法] 离开旅馆, 检验, 盖章		
JUNIOR_CORE_2351	cheer up	n. 变得更高兴，振奋起来	/cheer up/	/cheer up/	使振奋, 感到振奋		
JUNIOR_CORE_2119	children	n. 儿童	/'tʃɪldrən/	/'tʃɪldrən/	pl. 孩子, 孩子们	'tʃildrәn	n a young person of either sex / n a human offspring (son or daughter) of any age / n an immature childish person / n a member of a clan or tribe
JUNIOR_CORE_2843	Children's Day	n. 儿童节	/Children's Day/	/Children's Day/	n. 儿童节(基督教会浸礼的节日,通常在六月的第二个星期日)		
JUNIOR_CORE_1756	chore	n. 家庭杂务； 困难的工作； 令人厌烦的工作	/tʃɔː(r)/	/tʃɔr/	n. 零工, 家务 / [经] 零工	tʃɒ:	n a specific piece of work required to be done as a duty or for a specific fee
JUNIOR_CORE_2523	Clara	n. 克拉拉（女名）	/'klara/	/'klærə/	n. 克拉拉（女子名）	'kleәrә	
JUNIOR_CORE_2451	classic	n. 经典著作，名著	/'klæsɪk/	/'klæsɪk/	n. 古典作品, 杰作, 大艺术家 / a. 第一流的, 最优秀的, 古典的	'klæsik	n. a creation of the highest excellence / n. an artist who has created classic works
JUNIOR_CORE_2350	clean up	n. 打扫（清除）干净	/clean up/	/clean up/	打扫干净, 清理, 做完		
JUNIOR_CORE_2485	clear out	n. 清理；清除掉	/clear out/	/clear out/	离开, 把...清出 / [经] 办理海关出口手续		
JUNIOR_CORE_2776	click	v. 点击	/klɪk/	/klɪk/	n. 咔哒声, 啪嗒声 / vi. 作咔哒声 / vt. 使发咔哒声 / [计] 单击	klik	n. depression of a button on a computer mouse / v. make a clicking or ticking sound / v. produce a click / v. become clear or enter one's consciousness or emotions
JUNIOR_CORE_2494	close to	n. 几乎，接近	/close to/	/close to/	接近于, 靠近于		
JUNIOR_CORE_1786	clothing	n. 服装， 衣着	/'kləuðɪŋ/	/'kloðɪŋ/	n. 衣服	'klәuðiŋ	n. a covering designed to be worn on a person's body
JUNIOR_CORE_1942	cola	n. 可乐饮料	/'kəulə/	/'kolə/	结肠, 冒号, 科朗 / [化] 可乐果; 可乐果属; 可乐果干子叶	'kәulә	n. large genus of African trees bearing kola nuts / n. carbonated drink flavored with extract from kola nuts (`dope' is a southernism in the United States)
JUNIOR_CORE_2020	come on	n. 快点儿	/come on/	/come on/	偶遇, 进步, 发生, 开始, 出场, 快来		
JUNIOR_CORE_3019	come round	n. 拜访（某人的家）	/come round/	/come round/	顺便来访, 绕道而来, 转向, 改主意, 苏醒, 平息		
JUNIOR_CORE_3013	communications	n. [复数] 通信	/kəmju:ni'keiʃ(ə)nz/	/kəmju:ni'keiʃ(ə)nz/	n. 交通设施, 通讯系统	kәmju:ni'keiʃ(ә)nz	n. the discipline that studies the principles of transmiting information and the methods by which it is delivered (as print or radio or television etc.)
JUNIOR_CORE_3078	compared with	n. （与⋯⋯）相比	/compared with/	/compared with/	与…相比		
JUNIOR_CORE_2257	computer programmer	n. 计算机管理员	/computer programmer/	/computer programmer/	[计] 计算机程序设计员 / [经] 电脑编程序师		
JUNIOR_CORE_3080	congratulations	n. [复数] 祝贺	/kən,grætʃə'leʃənz/	/kən,grætʃə'leʃənz/	n. 祝贺词, 祝贺语		n an expression of approval and commendation / n the act of acknowledging that someone has an occasion for celebration / n (usually plural) an expression of pleasure at the success or good fortune of another
JUNIOR_CORE_2289	corn	n. 谷物；玉米	/kɔːn/	/kɔrn/	n. 玉蜀黍, 谷类, 谷粒, 鸡眼 / vt. 使成颗粒, 腌	kɒ:n	n. tall annual cereal grass bearing kernels on large ears: widely cultivated in America in many varieties; the principal cereal in Mexico and Central and South America since pre-Columbian times / n. the dried grains or kernels or corn used as animal feed or ground for meal / n. ears of corn that can be prepared and served for human food / n. a hard thickening of the skin (especially on the top or sides of the toes) caused by the pressure of ill-fitting shoes
JUNIOR_CORE_273	could	aux. 能够； v. 能（can的过去式）	/kəd; kʊd/	/kʊd/	aux. 可以, 能	kud	imp. of Can / imp. Was, should be, or would be, able, capable, or /    susceptible. Used as an auxiliary, in the past tense or in the /    conditional present.
JUNIOR_CORE_276	countryside	n. 农村，乡下；乡下的全体居民	/'kʌntrɪsaɪd/	/'kʌntrɪsaɪd/	n. 乡下地方, 乡下居民	'kʌntrisaid	n. rural regions
JUNIOR_CORE_2578	crispy	adj. 脆的；酥脆的	/'krɪspɪ/	/'krɪspi/	a. 卷曲的, 松脆的, 易碎的, 干脆的, 干净利落的, 生气勃勃的	'krispi	s tender and brittle
JUNIOR_CORE_3081	crop	n. 庄稼；作物	/krɒp/	/krɑp/	n. 农作物, 产量, 平头 / vt. 收割, 修剪, 种植 / vi. 收获 / [计] 裁剪	krɒp	n. the yield from plants in a single growing season / n. a cultivated plant that is grown commercially on a large scale / n. a collection of people or things appearing together / n. the output of something in a season
JUNIOR_CORE_2135	crossing	n. 十字路口	/'krɒsɪŋ/	/'krɔsɪŋ/	n. 横越, 横渡, 交叉点, 渡口 / [经] 划线	'krɒsiŋ	n. traveling across / n. a point where two lines (paths or arcs etc.) intersect / n. a path (often marked) where something (as a street or railroad) can be crossed to get from one side to the other / n. a voyage across a body of water (usually across the Atlantic Ocean)
JUNIOR_CORE_1887	cupboard	n. 柜橱	/'kʌbəd/	/'kʌbɚd/	n. 食橱, 碗柜, 餐具柜	'kʌpbɒ:d	n. a small room (or recess) or cabinet used for storage space
JUNIOR_CORE_2140	curly	adj. 卷曲的	/'kɜːlɪ/	/'kɝli/	a. 拳曲的, 卷毛的, 弯曲的	'kә:li	a. (of hair) having curls or waves
JUNIOR_CORE_2346	cut off	n. 切除	/cut off/	/cut off/	切掉, 删去, 切断, 断绝, 中断, 关掉, 使死亡 / [建] 切断, 断流, 切去		
JUNIOR_CORE_2390	cut out	n. 删去，删除	/cut out/	/cut out/	切掉, 删掉, 裁剪出, 安排好, 使适合, 停止, 放弃, 取代, 使分离, 突然离开 / [建] 切断, 安全器		
JUNIOR_CORE_2634	Dan	n. 丹 • 德维什	/dæn/	/dæn/	n. 段(柔道、围棋运动员的等级) / [建] 小车, 空中吊运车, 杓	dæn	n. A title of honor equivalent to master, or sir. / n. A small truck or sledge used in coal mines.
JUNIOR_CORE_2968	day by day	n. 一天天地；渐渐地	/day by day/	/day by day/	逐日		
JUNIOR_CORE_2539	deal with	n. 对付；应付	/deal with/	/deal with/	安排, 处理, 涉及, 做生意		
JUNIOR_CORE_1473	department	n. 部， 局， 处， 科； 系	/dɪ'pɑːtmənt/	/dɪ'pɑrtmənt/	n. 部门, 系, 机关 / [医] 部, 科	di'pɑ:tmәnt	n. a specialized division of a large organization / n. the territorial and administrative division of some countries (such as France) / n. a specialized sphere of knowledge
JUNIOR_CORE_1688	dessert	n. 甜食， 甜点	/dɪ'zɜːt/	/dɪ'zɝt/	n. 餐后甜点	di'zә:t	n. a dish served as the last course of a meal
JUNIOR_CORE_2401	die down	n. 逐渐变弱，逐渐消失	/die down/	/die down/	枯萎, 凋谢		
JUNIOR_CORE_2991	die for	n. 为⋯⋯而死	/die for/	/die for/	为…而献身; 〈口〉急需(某物)		
JUNIOR_CORE_2997	die of	n. 死于⋯⋯	/die of/	/die of/	死于…,因…而死		
JUNIOR_CORE_1570	dig	v. 挖（土等），掘（洞）； n. 挖苦，嘲讽	/dɪg/	/dɪɡ/	vt. 挖, 翻土, 发掘 / vi. 挖掘 / n. 挖掘 / [计] 数字, 数位	dig	n. the site of an archeological exploration / n. a small gouge (as in the cover of a book) / n. the act of touching someone suddenly with your finger or elbow / v. turn up, loosen, or remove earth
JUNIOR_CORE_2091	dining hall	n. 餐厅	/dining hall/	/dining hall/	大餐厅，食堂; 饭厅; 大食堂	ˈdaɪnɪŋ hɔ:l	
JUNIOR_CORE_1773	disabled	adj. 有残疾的	/dɪs'eɪbld/	/dɪs'ebld/	a. 残废的, 有缺陷的, 失效的 / [计] 失效的	dis'eibld	n. people collectively who are crippled or otherwise physically handicapped / s. incapable of functioning as a consequence of injury or illness
JUNIOR_CORE_1980	disappointing	adj. 令人失望的， 令人扫兴的	/ˌdɪsə'pɔɪntɪŋ/	/,dɪsə'pɔɪntɪŋ/	a. 使失望的, 期待落空的, 令人沮丧的	.disә'pɒintiŋ	s. not up to expectations
JUNIOR_CORE_331	dish	n. 盘；餐具；一盘食物；外貌有吸引力的人； v. 盛于碟盘中；分发；使某人的希望破灭；说（某人）的闲话	/dɪʃ/	/dɪʃ/	n. 盘子, 碟, 菜肴 / [医] 皿, 碟	diʃ	n. a piece of dishware normally used as a container for holding or serving food / n. a particular item of prepared food / n. the quantity that a dish will hold / n. directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation
JUNIOR_CORE_2255	do a good job	n. 工作干得好；做得好	/do a good job/	/do a good job/	一件好事, 干得更好		
JUNIOR_CORE_2094	do the dishes	n. 清洗餐具	/do the dishes/	/do the dishes/	（饭后）洗餐具		
